Paris,巴黎
Cléry-en-Vexin,弗克桑地区克莱里
Clerques,克莱尔克
Clermont-le-Fort,克莱蒙莱福尔
Clermont-en-Argonne,阿戈讷地区克莱蒙
Cléré-sur-Layon,莱翁河畔克莱雷
Clérac,克莱拉克
Cléguérec,克莱盖雷克
Cléguer,克莱盖
Cléden-Cap-Sizun,克莱当卡西赞
Clayes,克莱埃
Claviers,克拉维耶尔
Claracq,克拉拉克
Clamensane,克拉芒桑
Clairy-Saulchoix,克莱里索尔舒瓦
Clairvaux-les-Lacs,克莱尔沃莱拉克
Clairoix,克莱鲁瓦
Clairmarais,克莱尔马赖
Île de la Cité,城岛
Cires-lès-Mello,西雷莱默洛
Cintré,圣雷
Cintegabelle,圣加贝尔
Cinqueux,桑屈厄
Cierzac,谢尔扎克
Cierp-Gaud,谢尔戈
Ciadoux,西亚杜
Chouzé-sur-Loire,卢瓦尔河畔舒泽
Chourgnac,舒尔尼亚克
Chorges,绍尔日
Chomérac,绍梅拉克
Choisy-au-Bac,舒瓦西奥巴克
Choisey,舒瓦塞
Chitry,希特里
Chiry-Ourscamp,希里乌尔斯康
Chirens,希朗
Chigny-les-Roses,希尼莱罗塞
Chicheboville,希谢博维尔
Chézy-sur-Marne,马恩河畔谢济
Chézery,谢泽里－福朗
Chèze,谢兹
Chevillon-sur-Huillard,于伊拉尔河畔谢维隆
Cheveuges,舍沃日
Chevanceaux,谢旺索
Cheval-Blanc,谢瓦布朗克
Chevaigné,谢韦涅
Cherves-Richemont,谢尔韦里尚翁
Cherves-Châtelars,谢尔韦沙泰拉尔
Cherveix-Cubas,谢尔韦屈巴
Cherval,谢尔瓦
Cherrueix,谢尔吕埃
Chermignac,谢尔米尼亚克
Chérisy,谢里西
Chéreng,谢朗
Chérence,谢朗斯
Chérac,谢拉克
Cher,谢尔省
Chépy,谢皮
Cheptainville,谢普坦维尔
Chepniers,谢普涅尔
Cheny,谢尼
Chennevières-lès-Louvres,谢内维埃莱卢夫尔
Cheniménil,谢尼默尼
Chênehutte-Trèves-Cunault,谢纳特特雷韦屈诺尔
Chemiré-sur-Sarthe,萨尔特河畔谢米雷
Chéméré,谢梅雷
Chelle-Debat,谢尔代巴
Cheissoux,谢苏
Chef-Boutonne,謝夫布托訥
Chazelles-sur-Lyon,利翁河畔沙泽莱
Chavanoz,沙瓦诺
Chavagnes-en-Paillers,佩莱尔地区沙瓦格
Chavagnes,沙瓦盖
Chavagne,沙瓦尼
Chauvigny,绍维尼
Chauvé,绍韦
Chaussin,绍桑
Chaunay,绍奈
Chaumont-sur-Tharonne,塔罗讷河畔绍蒙
Chaumont-sur-Loire,卢瓦尔河畔绍蒙
Chaumont-en-Vexin,韦克桑地区绍蒙
Chaumontel,绍蒙特尔
Chaulnes,绍讷
Chauffour-lès-Étréchy,绍富莱埃特雷希
Chaudron-en-Mauges,莫热地区绍德龙
Chaudon,绍东诺朗特
Chaudefonds-sur-Layon,莱翁河畔绍代丰德
Châtres-sur-Cher,谢河畔沙特雷
Châtillon-sur-Saône,索纳河畔沙蒂隆
Châtillon-sur-Marne,马恩河畔沙蒂隆
Châtillon-sur-Indre,安德尔河畔沙蒂隆
Châtillon-sur-Chalaronne,沙拉龙恩河畔沙蒂利翁
Châtillon-Saint-Jean,沙蒂隆圣让
Châtillon-en-Vendelais,旺代莱地区沙蒂隆
Châtillon-en-Michaille,米沙伊地区沙蒂利翁
Châtillon-Coligny,沙蒂隆科利尼
Châtenay-en-France,弗朗塞地区沙特奈
Châtelus-le-Marcheix,沙泰吕莱马尔谢
Châtel-sur-Moselle,摩泽尔河畔沙特
Châtel-Saint-Germain,沙泰圣日尔曼
Châtelperron,沙泰尔佩尔龙
Châtel-Montagne,沙泰蒙塔尼
Châteldon,沙泰尔东
Châtelaillon-Plage,沙泰莱隆普拉格
Château-Voué,沙托武埃
Châteauvillain,沙托维兰
Châteauvert,沙托弗尔
Château-Thébaud,沙托泰博
Château-Salins,沙托萨兰
Châteauroux-les-Alpes,沙托鲁莱阿尔佩
Château-Renard,沙托雷纳尔
Châteauredon,沙托雷东
Château-Porcien,波尔西安堡
Châteauneuf-Val-Saint-Donat,沙托纳瓦圣多纳
Châteauneuf-sur-Sarthe,萨尔特河畔沙托纳
Châteauneuf-sur-Charente,沙朗特河畔沙托纳
Châteauneuf-Miravail,沙托纳米拉韦
Châteauneuf-la-Forêt,沙托纳拉福雷
Châteauneuf-en-Thymerais,蒂默赖地区沙托纳
Châteauneuf-du-Rhône,沙托纳迪龙
Châteauneuf-d'Ille-et-Vilaine,沙托纳夫-迪尔和维兰
Châteauneuf-de-Randon,沙托纳德朗东
Châteauneuf-de-Galaure,沙托纳德加洛尔
Châteauneuf-de-Gadagne,沙托纳德加达格
Châteauneuf-Villevieille,沙托纳维勒维耶伊尔
Châteauneuf-de-Bordette,沙托纳德博尔代特
Château-Guibert,沙托居伊贝尔
Châteaugay,沙托盖
Château-Chervix,沙托谢尔维
Châteaubernard,沙托贝尔纳尔
Château-Arnoux-Saint-Auban,沙托阿尔努圣奥邦
Chastreix,沙斯特雷
Chastellux-sur-Cure,屈尔河畔沙斯泰吕
Chassors,沙索尔
Chassiecq,沙谢
Chasse-sur-Rhône,罗讷河畔沙斯
Chassenon,沙桑翁
Chasseneuil-sur-Bonnieure,博涅于尔河畔沙瑟纳伊
Chars,沙尔斯
Charron,沙尔龙
Charritte-de-Bas,沙里特谷地
Charre,沙尔
Charras,沙尔拉
Chârost,沙罗斯
Charolles,沙罗勒
Charmes-la-Côte,沙尔梅拉科特
Charmeil,沙尔梅勒
Charly-sur-Marne,马恩河畔沙尔利
Charlieu,沙尔利厄
Charix,沙里
Charenton-du-Cher,沙朗通迪谢
Charente-Maritime,滨海夏朗德省
Chareil-Cintrat,沙雷圣拉
Charbuy,沙尔比伊
Charbonnières-les-Varennes,沙尔博尼埃莱瓦雷内
Charantonnay,沙朗托奈
Chaptelat,沙普泰拉
Chapelle-Guillaume,沙佩尔吉洛姆
Chapdeuil,沙普德伊
Chapareillan,沙帕雷朗
Chaource,绍尔克
Chanu,沙尼
Chantérac,尚泰拉克
Chantecoq,尚泰科
Chanonat,尚奥纳
Chaniers,沙涅尔
Guiscriff,吉斯克里
Guipry,吉普里
Guînes,吉讷
Guinarthe,吉纳尔特巴朗迪
Guimiliau,吉米利奥
Guimaëc,吉马厄克
Guilvinec,吉尔维内克
Guillestre,吉莱斯特尔
Guillaumes,吉洛梅
Guignicourt,吉尼库尔
Guignen,吉盖恩
Guidel,吉代
Guiclan,吉克朗
Guichen,吉尚
Guichainville,吉尚维尔
Guesnain,格斯南
Guérigny,盖里尼
Guenrouet,盖恩鲁埃
Guenroc,盖恩罗克
Guénin,盖南
Guengat,盖恩加
Guénange,盖南格
Guémené-sur-Scorff,斯科尔河畔盖梅内
Guémené-Penfao,盖梅内庞福
Guémar,盖马
Guéhenno,盖埃诺
Guégon,盖贡
Guarbecque,瓜尔贝克
Gruissan,格吕伊桑
Grostenquin,格罗斯唐屈安
Grosbliederstroff,格罗斯布利耶代尔斯特罗
Grignan,格里尼昂
Grez-Neuville,格雷纳维尔
Grépiac,格雷皮阿克
Gréoux-les-Bains,格雷乌莱班
Gréolières,格雷奥利埃
Grentzingen,格朗特赞让
Grendelbruch,格朗代尔布吕克
Grenade-sur-l'Adour,阿杜尔河畔格雷纳德
Gréasque,格雷阿斯屈埃
Graveson,格拉韦松
Gravelotte,格拉韦洛特
Gratentour,格拉唐图
Grans,格朗
Le Grand-Village-Plage,勒格朗维拉格普拉格
Grand-Verly,大韦尔利
Grandsaigne,格朗德赛尼
Gallargues-le-Montueux,加拉尔盖莱蒙蒂厄
Grand-Fort-Philippe,菲利普大堡
Grand-Champ,格朗尚
Grandcamp-Maisy,格朗德康迈西
Grand-Brassac,格朗布拉萨克
Bouret-sur-Canche,康什河畔布雷
Grand-Auverné,格朗奥韦尔内
Grambois,格朗布瓦
Gramat,格拉马
Graincourt-lès-Havrincourt,格兰库尔莱阿夫兰库尔
Graçay,格拉赛
Goyrans,瓜朗
Goven,戈旺
Gouy-Saint-André,古伊圣安德烈
Gouy-en-Artois,古伊昂纳图瓦
Gouvieux,古维厄
Goutz,古特
Gournay-sur-Marne,马恩河畔古尔奈
Gourlizon,古尔利宗
Gourdon,古尔东
Gourbera,古尔伯拉
Goult,古尔
Goulien,古利安
Gouézec,古埃泽克
Goualade,古阿拉德
Gotein,戈坦利巴朗
Gosnay,戈奈
Gorze,戈尔兹
Gorron,戈尔龙
Gorcy,戈尔西
Gontaud-de-Nogaret,贡托德诺加雷
Gonnehem,戈讷姆
Gonfaron,贡法龙
Gondrecourt-le-Château,贡德雷库尔莱沙托
Gondecourt,贡德库尔
Goncelin,贡瑟兰
Gomméville,戈梅维尔
Gommegnies,戈默尼
Gomiécourt,戈米耶库尔
Gometz-le-Châtel,戈梅特勒沙特
Gometz-la-Ville,戈梅特拉维尔
Goetzenbruck,戈埃特藏布吕
Goès,戈埃
Godewaersvelde,戈德瓦尔斯费尔德
Gluiras,格吕伊拉
Glonville,格隆维尔
Glomel,格洛梅
Glénic,格莱尼克
Glénac,格莱纳克
Glanon,格朗翁
Givrand,吉夫朗
Giverny,吉维尼
Givenchy-le-Noble,吉旺希勒诺布勒
Givenchy-en-Gohelle,吉旺希昂戈埃勒
Gironde-sur-Dropt,德罗普河畔吉龙德
Giromagny,吉罗马尼
Ginasservis,吉纳塞尔维
Gimel-les-Cascades,吉梅莱卡斯卡代
Gijounet,吉茹纳
Gigors,吉戈尔
Gignac-la-Nerthe,吉尼亚克拉内尔特
Gières,格埃
Gez-ez-Angles,热埃昂格莱
Gévezé,热韦泽
Gétigné,热蒂涅
Gestiès,热斯蒂耶
Gespunsart,热斯潘萨尔
Gerzat,热尔扎
Géronce,杰隆斯
Germigny-des-Prés,热尔米尼代普雷
Gerderest,热尔德雷斯
Gerbéviller,热尔贝维莱
Génolhac,热诺亚克
Gennes-sur-Seiche,塞克河畔热内
Genlis,让利
Génis,热尼
Génicourt,热尼库尔
Générargues,热内拉尔盖
Genech,热内什
Gémozac,热莫扎克
Gelos,热洛
Geispolsheim,热斯波尔桑
Geaune,若恩
Gayon,盖翁
Gâvres,加夫雷
Gavray,加夫赖
Gavarnie,加瓦尔涅
Gattières,加蒂埃
Gasville-Oisème,加斯维尔瓦塞姆
Gasny,加斯尼
Garos,加罗
Garons,加龙
Garlin,加尔兰
Garlède,加尔莱德蒙代巴
Garindein,加兰丹
Garidech,加里代克
Garéoult,加勒乌尔
Gardonne,加尔东
Gardes,加尔代莱蓬塔鲁
Gambsheim,冈布桑
Gamarthe,加马尔特
Gamaches,加马什
Gahard,加阿尔
Gagnac-sur-Cère,塞尔河畔加尼亚克
Gabat,加巴
Gabaston,加巴斯通
Gabarret,加巴尔雷
Gabarnac,加巴尔纳克
Fuveau,菲沃
Fuilla,菲伊拉
Juxue,瑞克叙埃
Juvigny-sous-Andaine,瑞维尼苏桑代讷
Juvignac,瑞维尼亚克
Jurançon,朱朗松
Jura,汝拉省
Junas,瑞纳
Jumilhac-le-Grand,大瑞米亚克
Jullouville,瑞卢维尔
Jujols,瑞若尔
Juillan,瑞伊朗
Juigné-des-Moutiers,瑞伊涅代穆蒂耶尔
Jugazan,瑞加藏
Jouy-le-Potier,茹伊莱波蒂耶
Jouy-aux-Arches,茹伊奥阿尔谢
Jouques,茹屈埃
Bourg de Joué-sur-Erdre,埃尔德尔河畔茹埃
Joucas,茹卡
Jouarre,茹阿爾
Jonquières-Saint-Vincent,容基埃圣万桑
Jonquerettes,容屈埃雷特
Jonchery-sur-Vesle,韦斯尔河畔容谢里
Jœuf,熱夫
Jenlain,让兰
Jaxu,雅克叙
Javrezac,雅夫雷扎克
Javols,雅沃尔
Javerlhac,雅韦尔亚克和拉-沙佩莱-圣罗贝尔
Jaux,若镇
Jausiers,若谢尔
Jaujac,若雅克
Jatxou,雅初
Jasses,雅塞
Jassans-Riottier,雅桑－里奥蒂耶
Javron-les-Chapelles,雅夫龙莱沙佩莱
Jarnac,雅尔纳克
Jard-sur-Mer,滨海雅尔
Janzé,让泽
Janville-sur-Juine,瑞讷河畔让维尔
Janneyrias,雅内里阿
Jagny-sous-Bois,森林雅尼
Jacou,雅库
Izernore,伊泽尔诺尔
Izel-lès-Hameau,伊泽莱萨莫
Izel-lès-Équerchin,伊泽莱塞凯尔尚
Izeaux,伊佐
Iwuy,伊维
Itteville,伊特维尔
Itterswiller,伊泰尔斯维莱
Iteuil,伊特伊
Isturits,伊斯蒂里特
Is-sur-Tille,蒂尔河畔伊
Issigeac,伊西雅克
Issenheim,伊瑟南
Isques,伊斯克
Ispoure,伊斯普尔
Isles-sur-Suippe,叙伊普河畔伊斯莱
Isle-Saint-Georges,伊斯尔圣若尔热
Isigny-sur-Mer,滨海伊西尼
Isigny-le-Buat,伊西尼莱比阿
Isère,伊泽尔省
Irvillac,伊尔维拉克
Irouléguy,伊鲁莱吉
Inguiniel,安吉涅
Ingré,安格雷
Inghem,安盖姆
Indre-et-Loire,安德尔-卢瓦尔省
Indre,安德尔省
Inchy-en-Artois,安希昂纳图瓦
Ilonse,伊隆斯
Illhaeusern,伊亚厄塞尔恩
Ille-sur-Têt,泰河畔伊尔
Ille-et-Vilaine,伊勒-维莱讷省
Île-Tudy,伊尔蒂迪
Iholdy,伊奥尔迪
Igon,伊贡
Iffendic,伊方迪克
Idron,伊德龙
Idaux,伊多芒迪
Ibarrolle,伊巴尔罗尔
Huriel,于里耶
Hunawihr,于纳维
Hulluch,于吕什
Huisseau-sur-Mauves,莫韦河畔于伊索
Huby-Saint-Leu,于比圣勒
Hoymille,奥米耶
Houtkerque,乌凯尔克
Houssen,乌桑
Houplines,乌普利讷
Houplin-Ancoisne,乌普兰昂宽讷
Houlgate,乌尔加特
Houlbec-Cocherel,乌尔贝克科谢雷
Houdain,乌丹
Houchin,乌尚
Île d'Houat,伊尔杜阿
Hotonnes,奥托恩
Hornoy-le-Bourg,奥尔努瓦堡
Hornaing,奥尔南
Hordain,奥尔丹
Hondschoote,翁斯科特
Hondeghem,翁德盖姆
Hombourg-Haut,翁布尔奥
Holtzwihr,奥尔特兹维
Hirson,伊尔松
Hirsingue,伊尔桑格
Hindisheim,安迪桑
Hilsenheim,伊尔瑟南
Higuères-Souye,伊盖雷苏伊埃
Hiersac,耶尔萨克
Hières-sur-Amby,昂比河畔埃
Heuringhem,厄兰盖姆
Hettange-Grande,埃唐格格朗德
Hesdigneul-lès-Boulogne,埃迪尼厄勒莱布洛涅
Herrlisheim-près-Colmar,埃尔利桑普雷科尔马
Herrère,埃雷尔
Hermonville,埃尔蒙维尔
Hermanville-sur-Mer,滨海埃尔芒维尔
Hérin,埃兰
Herbitzheim,埃尔比特赞
Herbignac,埃尔比尼亚克
Herbault,埃尔博尔
Henvic,昂维克
Henriville,昂里维尔
Henrichemont,昂里尚翁
Hendecourt-lès-Ransart,昂德库尔莱朗萨尔
Hendecourt-lès-Cagnicourt,昂德库尔莱卡尼库尔
Helléan,埃莱昂
Helfaut,埃尔福
Hélette,埃莱特
Heiligenstein,埃利让斯坦
Hegeney,埃热内
Hédé-Bazouges,埃代
Haybes,艾布
Havrincourt,阿夫兰库尔
Haverskerque,阿韦尔凯尔克
Haveluy,阿韦吕伊
Havange,阿旺格
Hauts-de-Seine,上塞纳省
Haut-Rhin,上莱茵省
Hautmont,欧蒙
Hauteville-lès-Dijon,奥特维尔莱迪容
Hauteville-la-Guichard,奥特维尔拉吉沙尔
Haute-Savoie,上萨瓦省
Haute-Saône,上索恩省
Hautes-Alpes,上阿尔卑斯省
Hauterives,奥特里韦
Haute-Marne,上马恩省
Haute-Loire,上盧瓦爾省
Haute-Goulaine,奥特古兰
Upper Corsica,上科西嘉
Haut-de-Bosdarros,奥德博斯达尔罗
Haussy,欧西
Hattstatt,阿特斯塔
Haspres,阿斯普尔
Hasnon,阿农
Hardinghen,阿尔丹冈
Harbonnières,阿尔博尼耶尔
Hanviller,昂维莱
Hanvec,昂韦克
Han-devant-Pierrepont,昂德旺皮耶尔雷蓬
Hames-Boucres,阿姆布克尔
Ham-en-Artois,阿姆昂纳图瓦
Hambye,昂比埃
Hallines,阿利讷
Hallennes-lez-Haubourdin,阿莱讷莱欧布尔丹
Hallencourt,阿朗库尔
Haillicourt,阿伊库尔
Hadol,阿多
Gy-les-Nonains,吉莱诺南
Guîtres,吉特雷
Saint-Sulpice-de-Faleyrens,圣叙尔皮克德法莱朗
Saint-Sulpice-de-Cognac,圣叙尔皮克德科尼亚克
Saint-Sulpice-la-Pointe,聖敘爾皮斯
Saint-Suliac,圣叙利阿克
Saint-Souplet,圣苏普莱
Saint-Sornin-Leulac,圣索尔南勒拉
Saint-Sorlin-de-Conac,圣索尔兰德科纳克
Saint-Sever-de-Rustan,圣瑟韦德吕斯唐
Saint-Sever-Calvados,圣瑟韦卡尔瓦多
Saint-Servant,圣塞尔旺
Saint-Selve,圣塞尔夫
Saint-Seine-en-Bâche,巴克地区圣桑
Saint-Ségal,圣塞加
Saint-Savournin,圣萨武尔南
Saint-Savinien,圣萨维尼安
Saint-Sauvy,圣索维
Saint-Sauveur-le-Vicomte,圣索弗莱维孔特
Saint-Sauveur-Lendelin,圣索弗朗代兰
Saint-Sauveur-en-Rue,吕埃地区圣索弗
Saint-Sauveur-Camprieu,圣索弗康普里厄
Saint-Sauveur-d'Aunis,圣索弗多尼
Saint-Saury,圣索里
Saint-Saud-Lacoussière,圣索拉库西埃
Saint-Saturnin-sur-Loire,卢瓦尔河畔圣萨蒂尔南
Saint-Saturnin-lès-Avignon,圣萨蒂尔南莱阿维尼翁
Saint-Saturnin-lès-Apt,圣萨蒂尔南莱阿普
Saint-Samson-la-Poterie,圣桑松拉波特里耶
Saintry-sur-Seine,塞纳河畔桑特里
Saint-Rustice,圣吕斯蒂克
Saint-Roman-de-Malegarde,圣罗芒德马勒加尔代
Saint-Roman-de-Codières,圣罗芒德科迪埃
Saint-Romain-le-Puy,圣罗曼莱皮伊
Saint-Romain-en-Viennois,维耶努瓦地区圣罗曼
Saint-Romain-en-Jarez,雅雷地区圣罗曼
Saint-Romain-de-Jalionas,圣罗曼德雅利奥纳
Saint-Romain-de-Benet,圣罗曼德伯内
Saint-Rivoal,圣里沃阿
Saint-Riquier,圣里基耶
Saint-Renan,圣雷南
Saint-Rémy-sur-Durolle,迪罗尔河畔圣雷米
Saint-Rémy-en-Rollat,罗拉地区圣雷米
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,布泽蒙特-圣热内斯特-埃特-伊松地区圣雷米
Saint-Rambert-en-Bugey,比热地区昂圣朗贝尔
Saint-Quirin,圣屈伊兰
Saint-Quentin-sur-Charente,沙朗特河畔圣屈昂坦
Saint-Quentin-les-Chardonnets,圣屈昂坦莱沙尔多内特
Saint-Quentin-la-Motte-Croix-au-Bailly,圣康坦-拉莫特克鲁瓦-欧巴伊
Saint-Quentin-en-Mauges,莫热地区圣屈昂坦
Saint-Quay-Portrieux,圣屈艾波尔特里厄
Saint-Pryvé-Saint-Mesmin,圣普里韦圣梅斯曼
Saint-Prouant,圣普鲁昂
Saint-Projet,圣普罗热圣孔斯唐
Saint-Privat-la-Montagne,圣普里瓦拉蒙塔尼
Saint-Privat-du-Fau,圣普里瓦迪福
Saint-Privat-de-Champclos,圣普里瓦德尚普克洛
Saint-Priest-les-Fougères,圣普里耶斯莱富热雷
Saint-Priest-des-Champs,圣普里耶斯代尚普
Saint-Preuil,圣普勒伊
Saint-Prest,圣普雷斯
Saint-Porchaire,圣波尔谢尔
Saint-Pompon,圣蓬蓬
Saint-Pierre-Tarentaine,圣皮耶尔塔朗坦
Saint-Pierre-sur-Dives,迪韦河畔圣皮耶尔
Saint-Pierre-Quiberon,圣皮耶尔屈伊伯龙
Saint-Pierre-la-Vieille,圣皮耶尔拉维耶伊尔
Saint-Pierre-la-Roche,圣皮耶尔拉罗克
Saint-Pierre-la-Cour,圣皮耶尔拉库
Saint-Pierre-Eynac,圣皮耶尔埃纳克
Saint-Pierre-du-Perray,圣皮耶尔勒迪佩尔赖
Saint-Pierre-du-Bosguérard,圣皮耶尔迪博斯盖拉尔
Saint-Pierre-d'Oléron,圣皮耶尔多莱龙
Saint-Pierre-de-Vassols,圣皮耶尔勒德瓦索尔
Saint-Pierre-des-Nids,圣皮耶尔代尼德
Saint-Pierre-de-Plesguen,圣皮耶尔德普莱斯盖恩
Saint-Pierre-de-Mons,圣皮耶尔德蒙
Saint-Pierre-dels-Forcats,圣皮耶尔代尔福尔卡特
Saint-Pierre-de-Lamps,圣皮耶尔德朗普
Saint-Pierre-de-Jards,圣皮耶尔德雅尔德
Saint-Pierre-de-Fursac,圣皮耶尔德菲尔萨克
Saint-Pierre-de-Frugie,圣皮耶尔德弗吕比耶
Saint-Pierre-de-Côle,圣皮耶尔德科尔
Saint-Pierre-de-Chignac,圣皮耶尔德希尼亚克
Saint-Pierre-de-Bat,圣皮耶尔德巴
Saint-Pierre d'Allevard,圣皮耶尔达勒瓦尔
Saint-Pierre-Brouck,圣皮埃尔布鲁克
Saint-Pierre-Bois,圣皮耶尔布瓦
Saint-Pierre-Azif,圣皮耶尔阿齐
Saint-Pierre-Avez,圣皮耶尔阿韦
Saint-Philbert-sur-Risle,里斯尔河畔圣菲尔贝尔
Saint-Philbert-du-Peuple,圣菲尔贝尔迪珀普尔
Saint-Péver,圣佩韦
Saint-Perreux,圣佩尔勒
Saint-Pern,圣佩尔恩
Saint-Péreuse,圣佩勒斯
Saint-Père-sur-Loire,卢瓦尔河畔圣佩尔
Saint-Père-en-Retz,雷特地区圣佩尔
Saint-Pé-de-Léren,圣佩德莱朗
Saint-Paul-Trois-Châteaux,圣波特鲁瓦沙托
Saint-Paul-la-Roche,圣波拉罗克
Saint-Paulet-de-Caisson,圣波莱德凯松
Saint-Paul-en-Pareds,帕雷德地区圣波
Saint-Paul-en-Jarez,雅雷地区圣波
Saint-Paul-de-Serre,圣波德塞尔
Saint-Paul-de-Fenouillet,圣波德方乌伊莱
Saint-Paul-sur-Ubaye,于拜埃河畔圣波
Saint-Parize-le-Châtel,圣帕里兹莱沙泰
Saint-Pargoire,圣帕尔瓜尔
Saint-Pardoux-la-Rivière,圣帕尔杜拉里维埃
Saint-Pardoux-de-Drône,圣帕尔杜德德龙
Saint-Pardon-de-Conques,圣帕尔东德孔屈埃
Saint-Pandelon,圣庞代隆
Saint-Pal-de-Mons,圣帕德蒙
Saint-Palais-sur-Mer,滨海圣帕莱
Saint-Pair-sur-Mer,滨海圣佩
Saint-Pabu,圣帕比
Saint-Ouen-le-Pin,圣乌昂莱潘
Saint-Ouen-le-Houx,圣乌昂莱乌
Saint-Ouen-la-Thène,圣乌昂
Saint-Ovin,圣奥万
Saint-Omer-en-Chaussée,绍塞埃地区圣奥梅
Saint-Omer-Capelle,圣奥梅尔卡佩勒
Saint-Nolff,圣诺尔
Saint-Nizier-sous-Charlieu,圣尼齐耶苏沙尔利厄
Saint-Nizier-du-Moucherotte,圣尼齐耶迪穆谢罗特
Saint-Nicolas-du-Pélem,圣尼科拉迪佩朗
Saint-Nicolas-des-Biefs,圣尼科拉代比耶夫
Saint-Nicolas-de-Redon,圣尼科拉德雷东
Saint-Nicolas-de-Port,圣尼科拉德波尔
Saint-Nicolas-de-la-Grave,圣尼科拉德拉-格拉沃
Saint-Nic,圣尼克
Saint-Nazaire-sur-Charente,夏朗德河畔圣纳泽尔
Saint-Nazaire-le-Désert,圣纳泽尔莱代塞尔
Saint-Nazaire-de-Pézan,圣纳泽尔德佩藏
Saint-Nabord,圣纳博尔
Saint-Nabor,圣纳博
Saint-Mont,圣蒙
Saint-Molf,圣莫尔
Saint-Mitre-les-Remparts,圣米特尔莱朗帕尔特
Saint-Mihiel,圣米耶
Saint-Michel-sur-Meurthe,默尔特河畔圣米舍
Saint-Michel-sous-Bois,圣米歇尔苏布瓦
Saint-Michel-Mont-Mercure,圣米舍蒙梅尔屈勒
Saint-Michel-l'Observatoire,圣米舍洛布塞尔瓦图瓦尔
Saint-Michel-le-Cloucq,圣米舍勒克卢
Saint-Michel-de-Lapujade,圣米舍德拉皮雅德
Saint-Michel-en-Grève,格雷夫地区圣米舍
Saint-Michel-en-Brenne,布朗地区圣米舍
Saint-Michel-de-Rieufret,圣米舍德里耶于夫雷
Saint-Michel-de-Montaigne,圣米舍德蒙泰尼
Saint-Michel-de-Double,圣米舍德杜布尔
Saint-Michel,圣米舍德谢洛
Saint-Michel-Chef-Chef,圣米舍谢谢
Saint-Même-le-Tenu,圣梅姆莱特尼
Saint-Même-les-Carrières,圣梅姆莱卡尔里埃
Saint-Méloir-des-Bois,圣梅卢瓦代布瓦
Saint-Mélany,圣梅拉尼
Saint-Melaine-sur-Aubance,奥邦克河畔圣默兰
Saint-Méen,圣梅昂
Saint-Méard,圣梅阿尔
Saint-Maime-de-Péreyrol,圣曼德佩雷罗
Saint-Maurice-sur-Vingeanne,万雅讷河畔圣莫里克
Saint-Maurice-sur-Moselle,摩泽尔河畔圣莫里塞
Saint-Maurice-sur-Fessard,费萨尔河畔圣莫里克
Saint-Maurice-Montcouronne,圣莫里塞蒙特库罗纳
Saint-Maurice-la-Clouère,圣莫里瑟拉克卢埃勒
Saint-Maurice-en-Valgodemard,瓦尔戈代马尔地区圣莫里克
Saint-Maurice-en-Gourgois,古尔瓜地区圣莫里克
Saint-Maurice-de-Ventalon,圣莫里克德旺塔隆
Saint-Maurice-des-Lions,圣莫里克代利翁
Saint-Maurice-de-Beynost,圣莫里斯德贝诺斯特
Saint-Mathurin-sur-Loire,卢瓦尔河畔圣马蒂兰
Saint-Mathieu-de-Tréviers,圣马蒂厄德特雷维耶尔
Saint-Martin-sur-Oust,乌斯河畔圣马丹
Saint-Martin-sur-Ouanne,乌昂河畔圣马尔坦
Saint-Martin-sur-Cojeul,科热勒河畔圣马丹
Saint-Martin-Petit,圣马丹佩蒂
Saint-Martin-Longueau,圣马丹隆盖奥
Saint-Martin-le-Vinoux,圣马丹莱维努
Saint-Martin-sur-Lavezon,拉韦宗河畔圣马丹
Saint-Martin-lès-Seyne,圣马丹莱塞恩
Saint-Martin-les-Eaux,圣马丹莱奥
Saint-Martin-le-Pin,圣马丹莱潘
Saint-Martin-la-Plaine,圣马丹拉普兰
Saint-Martin-la-Méanne,圣马丹拉梅昂
Saint-Martin-en-Vercors,韦尔科尔地区圣马丹
Saint-Martin-de-Vers,圣马丹德韦尔
Saint-Martin-de-Seignanx,圣马丹德塞尼昂
Saint-Martin-des-Besaces,圣马丹代贝萨塞
Saint-Martin-de-Ribérac,圣马丹德里贝拉克
Saint-Martin-de-Ré,圣马丹德雷
Saint-Martin-de-Queyrières,圣马丹德屈埃里埃
Saint-Martin-de-la-Place,圣马丹德拉-普拉克
Saint-Martin-de-Lansuscle,圣马丹德朗叙斯克尔
Saint-Martin-de-Lamps,圣马丹德朗普
Saint-Martin-de-la-Lieue,圣马丹德拉-利耶于埃
Saint-Martin-de-la-Brasque,圣马尔坦德拉-布拉斯屈厄
Saint-Martin-de-Hinx,圣马丹德安
Saint-Martin-de-Fressengeas,圣马丹德弗雷桑雅
Saint-Martin-de-Fontenay,圣马丹德丰特奈
Saint-Martin-de-Castillon,圣马尔坦德卡斯蒂隆
Saint-Martin-de-Brômes,圣马丹德布罗梅
Brem-sur-Mer,滨海布朗
Saint-Martin-de-Blagny,圣马丹德布拉尼
Les Aspres,莱萨斯普雷
Saint-Martin-d'Arcé,圣马丹达尔塞
Saint-Martin-Curton,圣马丹屈尔通
Saint-Martin-Choquel,圣马丹肖凯尔
Saint-Martin-Château,圣马丹沙托
Saint-Martin-Cantalès,圣马丹康塔莱
