de_haŋkə	항케
ko_mjʌŋt͡ɕɛ	명재
ko_monikʰɯ	모니크
ko_noɡaɾin	노가린
ko_pitʰeɡɯɾa	비테그라
ko_t͡ɕʌŋmin	정민
ko_lodʌn	로던
ko_obiŋtʰʌn	오빙턴
ko_kʰwihɯllʌ	퀴흘러
ko_midʑɯo	미즈오
ko_amitʰidʑi	아미티지
ko_t͡ɕʌnina	저니나
ko_toɾanosɯkʰe	도라노스케
ko_haitʰɯbɯɾiŋkʰɯ	하이트브링크
ko_pʰɛɾosɯ	패로스
ko_hɛntɯpʰosɯ	핸드포스
ko_nadint͡ɕodʑetʰɯ	나딘조제트
ko_kuswil	굿윌
ko_pianini	비아니니
ko_kʰanaɡjan	카나갼
ko_kʰɯɾeilliŋ	크레일링
ko_kʰibeɾɯllɛŋ	키베를랭
ko_kʰanjetʰe	카녜테
ko_ijama	이야마
ko_pasjellaɾi	바셸라리
ko_pʰaitʰiŋ	파이팅
ko_nosɯɾʌp̚	노스럽
ko_twipʰoŋtʰel	뒤퐁텔
ko_sjʌbɯɾuk̚	셔브룩
ko_pʰɯɾaŋsua	프랑수아
ko_kɯɾeɡɯ	그레그
ko_nas͈ɯhikʰo	나쓰히코
ko_tallabia	달라비아
ko_sjutʰeman	슈테만
ko_pʰat͡ɕʰiotʰi	파치오티
ko_oda	오다
ko_patʰʌn	바턴
ko_kasɯjadʑʌŋ	가스야정
ko_pusɯkʰet͡ɕʰɯ	부스케츠
ko_jenhao	옌하오
ko_paltekʰɯɾuso	발데크루소
ko_uelpekʰɯ	우엘베크
ko_t͡ɕʰantʌ	찬더
ko_lɛŋtʌn	랭던
ko_kɯɾebeɾɯ	그레베르
ko_sʌnhoŋ	선홍
ko_sellik̚	셀릭
ko_kʰant͡ɕullo	칸줄로
ko_huɾutʰa	후루타
ko_sɯkʰaisɯkʰɛnʌ	스카이스캐너
ko_poɾont͡ɕʰoba	보론초바
ko_wʌnt͡ɕʰuŋ	원충
ko_sjupʰʌ	슈퍼
ko_tʰjenhwa	톈화
ko_meu	메우
ko_t͡ɕʰunwi	춘위
ko_kʰalsɯn	칼슨
ko_pʰallamosɯ	팔라모스
ko_pent͡ɕia	벤지아
ko_tʰinsɯlli	틴슬리
ko_kikʰudʑiɾo	기쿠지로
ko_mahat͡ɕʰikʰalla	마하치칼라
ko_kʰeɡɯwʌsɯ	케그워스
ko_pʰeipʰʌ	페이퍼
ko_losɯtʰɯɾʌm	로스트럼
ko_pʰoɾɯni	포르니
ko_sidʌ	시더
ko_ɯnsʌŋ	은성
ko_hiɡasiidʑɯt͡ɕʌŋ	히가시이즈정
ko_pʰelludʑɯ	펠루즈
ko_lent͡ɕʰi	렌치
ko_kʰɯsibonosɯ	크시보노스
ko_kɯɾaso	그라소
ko_hjʌk̚p͈oŋ	혁봉
ko_sɯtʰaillʌ	스타일러
ko_hadɯkʰɛsɯl	하드캐슬
ko_asaɡoe	아사고에
ko_mint͡ɕɛ	민재
ko_timitʰɯɾi	디미트리
ko_peniamin	베니아민
ko_otʰabiano	오타비아노
ko_injakʰi	이냐키
ko_sintɯn	신든
ko_koɾɯdehuella	고르데후엘라
ko_ukʰʌhwa	우커화
ko_kʰontʰɯɾasɯtʰɯ	콘트라스트
ko_noɾwen	놀웬
ko_wʌnse	원세
ko_paidʑenpoɾɯn	바이젠보른
ko_nikʰollat͡ɕʰi	니콜라치
ko_anhuisʌŋ	안후이성
ko_kʰadʑatʰo	카자토
ko_podi	보디
ko_tenkjo	덴교
ko_laupʰʌ	라우퍼
ko_iɾihune	이리후네
ko_tʰibetʰɯ	티베트
ko_tɛpʰjʌŋ	대평
ko_tʰetʰe	테테
ko_njuhebɯn	뉴헤븐
ko_kɯlloɾiesɯ	글로리에스
ko_hɛt͡ɕʰʌl	해철
ko_hidʑɛ	희재
ko_pailpuɾɯkʰɯ	바일부르크
ko_tedet͡ɕʰiusɯ	데데치우스
ko_maɾɯkʰobit͡ɕʰi	마르코비치
ko_sjel	셸
ko_putʰi	부티
ko_sinodʑakʰi	시노자키
ko_pidallakʰe	비달나케
ko_tusʌp̚	두섭
ko_alpʰei	알페이
ko_pɛɾit̚	배릿
ko_jent͡ɕʰiŋ	옌칭
ko_kiɾisima	기리시마
ko_kʰasaltʰa	카살타
ko_luhasɯ	루하스
ko_sɯtʰimnollʌsɯ	스팀롤러스
ko_tojamabʌn	도야마번
ko_tit͡ɕʰɯn	디츤
ko_t͡ɕaŋnikʰolla	장니콜라
ko_samaŋ	사망
ko_t͡ɕunt͡ɕiɾo	준지로
ko_tʰellini	텔리니
ko_esɯpʰaɾɯbe	에스파르베
ko_ihaowi	이하오위
ko_montʰaɾɯsollo	몬타르솔로
ko_kʰetʰʌlli	케털리
ko_emanuella	에마누엘라
ko_pʰipʰa	피파
ko_kwʌɾjaŋ	궈량
ko_otʰaɾɯ	오타르
ko_mudɯɾikʰɯ	무드리크
ko_potʰo	보토
ko_ip̚s͈illantʰi	입실란티
ko_tibeɾɯtʰi	디베르티
ko_oɾwʌsɯ	올워스
ko_ʌlpi	얼비
ko_lodidʑiano	로디지아노
ko_takʰait͡ɕʰiɡun	다카이치군
ko_kʰɯlleibʌɡɯ	클레이버그
ko_ibaɾa	이바라
ko_iŋkɯllɛntɯ	잉글랜드
ko_neltel	넬델
ko_t͡ɕonwaŋjaŋi	존왕양이
ko_lɛbin	래빈
ko_pʰaɾo	파로
ko_pwillo	뷜로
ko_hʌt͡ɕʰʌsɯn	허처슨
ko_t͡ɕoŋʌp̚	종업
ko_tʰakʰelli	타켈리
ko_tʰollosa	톨로사
ko_t͡ɕʰwehun	최훈
ko_jatʰabaɾe	야타바레
ko_t͡ɕobine	조비네
ko_ibaŋ	이방
ko_piɡaɾɯni	비가르니
ko_mɯwint͡ɕʰakʰɯ	므윈차크
ko_kuaɾɯdialpʰieɾa	구아르디알피에라
ko_t͡ɕelladʑɯni	젤라즈니
ko_kaillʌ	가일러
ko_hak̚k͈ju	학규
ko_ponat͡ɕʰini	보나치니
ko_kʰɯlleopʰasɯ	클레오파스
ko_nekʰoda	네코다
ko_suk̚k͈ɯn	숙근
ko_antʰoniupʰɯkʰa	안토니우프카
ko_piɡalli	비갈리
ko_kʰubeɾɯtʰɛŋ	쿠베르탱
ko_kʰɯɾisjanisɯ	크리샤니스
ko_jukʰɯllidɯ	유클리드
ko_loŋwi	롱위
ko_pɯɾaitʰɯman	브라이트만
ko_kɯɾinpʰotʰɯ	그린포트
ko_t͡ɕewʌn	제원
ko_inpok̚	인복
ko_pɯɾit͡ɕʰɯ	브리츠
ko_peɾɯnini	베르니니
ko_eɾɯmitʰɯ	에르미트
ko_soutʰɯɾi	소우트리
ko_hida	히다
ko_soŋnimsʌn	송림선
ko_nasɯtʰi	나스티
ko_abupakʰaɾɯ	아부바카르
ko_kotʰodʑʌŋ	고토정
ko_hoɾiɡut͡ɕʰi	호리구치
ko_sauntʌsɯ	사운더스
ko_hedɯnesɯpʰodɯ	헤드네스포드
ko_mujaŋ	무양
ko_kallaɾatʰe	갈라라테
ko_tʰenesi	테네시
ko_kʰamaŋpeɾɯ	카망베르
ko_iwadʑi	이와지
ko_tʰenie	테니에
ko_mijamotʰo	미야모토
ko_kʰɯllemensɯ	클레멘스
ko_oltɯɾin	올드린
ko_matʰedʑon	마테존
ko_kʰɯbasini	크바시니
ko_lesino	레시노
ko_maiʌhopʰɯ	마이어호프
ko_aŋtɯɾwie	앙드뤼에
ko_met͡ɕʰeltʌ	메첼더
ko_libollobɯllepʰɯ	리볼로블레프
ko_wedʑɯdaɯ	외즈다으
ko_ʌnkʌ	언거
ko_sjuwap̚kʰa	슈왑카
ko_motʰos͈ɯna	모토쓰나
ko_tʰoba	토바
ko_niŋuhjʌn	닝우현
ko_pɯɾompubit͡ɕʰi	브롬부비치
ko_kanjaŋ	가냥
ko_hɯŋu	흥우
ko_joŋpɛ	용배
ko_pabikʰopʰɯ	바비코프
ko_aŋkɯlledʑɯ	앙글레즈
ko_samnium	삼니움
ko_sjaomaŋ	샤오망
ko_kʰɯllokʰet̚	클로켓
ko_hiɾohisa	히로히사
ko_hɛkʰʌɾiŋ	해커링
ko_tenhɛm	덴햄
ko_kʰeibɯl	케이블
ko_maikʰɯltibʌ	마이클디버
ko_kuɾatʰedʑʌŋ	구라테정
ko_sʌk̚tʰan	석탄
ko_kadʑa	가자
ko_tadamidʑʌŋ	다다미정
ko_misjam	미샴
ko_kʰinpʌ	킨버
ko_sjat̚	샷
ko_tʰɯɾwipʰeɾɯ	트뤼페르
ko_tʌnt͡ɕʰʌt͡ɕʰi	던처치
ko_sɯben	스벤
ko_sɛntɯpʰosɯ	샌드포스
ko_pasin	바신
ko_tʰokʰujama	토쿠야마
ko_jamanout͡ɕʰi	야마노우치
ko_keoɾɯɡiudedʑi	게오르기우데지
ko_ellitʰɯ	엘리트
ko_sʌnkwan	선관
ko_pʰɯllatʰɯlliŋ	플라틀링
ko_pʰɯlloɾidi	플로리디
ko_kʌnmjʌŋ	건명
ko_peɾɯtʰa	베르타
ko_soŋsiada	송시아다
ko_tʰɛɡjʌŋ	태경
ko_sallabatʰɯ	살라바트
ko_enɛŋ	에냉
ko_liusɯ	리우스
ko_hjʌnsʌŋ	현성
ko_suhaɾɯsɯkʰi	수하르스키
ko_kʰɯɾille	크릴레
ko_toɡodʑʌŋ	도고정
ko_pellju	벨류
ko_pʰallina	팔리나
ko_mit͡ɕʰinaɡa	미치나가
ko_hudʑisakʰidʑʌŋ	후지사키정
ko_masanao	마사나오
ko_santʰapʰaolla	산타파올라
ko_kʰotʰɯni	코트니
ko_kʰɯɾikʰɯ	크리크
ko_s͈ɯkʰasa	쓰카사
ko_t͡ɕʰedʑaɾi	체자리
ko_pʰillatʰieɾa	필라티에라
ko_hokʰidʑʌŋ	호키정
ko_kwʌnhwan	권환
ko_sʌk̚p͈ok̚	석복
ko_allipʰe	알리페
ko_it͡ɕʰun	이춘
ko_kʰobɯnat͡ɕʰɯkʰi	코브나츠키
ko_mallent͡ɕʰenkʰo	말렌첸코
ko_kɯllenteil	글렌데일
ko_pʌnpʌl	번벌
ko_tosebi	도세비
ko_pʰɯɾatʰoianni	프라토이안니
ko_pʰeɾɯkʰontʰi	페르콘티
ko_hot͡ɕʰaŋ	호창
ko_pʰeɾɯma	페르마
ko_sjuɡʌ	슈거
ko_onisidʑʌŋ	오니시정
ko_hjʌk̚s͈u	혁수
ko_lepʰɯsɯnaidʌ	레프스나이더
ko_tehʌibaɾɯsɯ	데허이바르스
ko_t͡ɕenteia	젠데이아
ko_pʰant͡ɕɯwʌsɯ	판즈워스
ko_meɾodɯ	메로드
ko_kenjo	겐요
ko_hosokʰi	호소키
ko_pʰineda	피네다
ko_mint͡ɕʰʌl	민철
ko_kʰɯllodi	클로디
ko_kʰino	키노
ko_aɾɯtʰuɾo	아르투로
ko_pʰollit̚	폴릿
ko_kodʑɯɾu	고즈루
ko_medʑaɾɯ	메자르
ko_t͡ɕɯllinkʰa	즐린카
ko_uɾobut͡ɕʰi	우로부치
ko_sinwi	신위
ko_kodʑun	고준
ko_sɯkʰiabone	스키아보네
ko_wʌlpʰul	월풀
ko_lasidi	라시디
ko_hopʰɯman	호프만
ko_nakʰam	나캄
ko_pʰoɾɯtʰimaŋ	포르티망
ko_pʰeionia	페이오니아
ko_pʰoɾɯkʰaɾɯ	포르카르
ko_kɯllenisɯtʰʌ	글레니스터
ko_t͡ɕʌnel	저넬
ko_aɾɯɡanil	아르가닐
ko_lokʰuɾokʰubi	로쿠로쿠비
ko_hiɾomasa	히로마사
ko_tʰint͡ɕʰi	틴치
ko_tʰihomiɾoba	티호미로바
ko_kʰɯɾekʰo	크레코
ko_labin	라빈
ko_t͡ɕʰoiɡɯhausɯ	초이그하우스
ko_kʰisino	키시노
ko_edel	에델
ko_ietʰakʰa	이에타카
ko_pollja	볼랴
ko_oŋmunkwan	옥문관
ko_jakʰi	야키
ko_wʌlljoŋ	원룡
ko_kʌllat͡ɕʰɯ	걸라츠
ko_pʰakʰʌdʑɯbʌɡɯ	파커즈버그
ko_abantʰai	아반타이
ko_t͡ɕiɯn	지은
ko_putʰɯllu	부틀루
ko_itʰuɾɯbide	이투르비데
ko_momoi	모모이
ko_tonopʰɯɾio	도노프리오
ko_laselsɯ	라셀스
ko_kinositʰa	기노시타
ko_t͡ɕosi	조시
ko_pɛm	뱀
ko_keoɾɯɡi	게오르기
ko_kaɾiŋ	가링
ko_sabadoɡo	사바도고
ko_kʰamel	카멜
ko_lou	로우
ko_potʰin	보틴
ko_lɛkʰet͡ɕʰɯ	래케츠
ko_lɛtʰimʌ	래티머
ko_pisɯdoɾɯpʰɯ	비스도르프
ko_t͡ɕʰaŋhjʌk̚	창혁
ko_tʰʌɡʌsɯn	터거슨
ko_osɯwalto	오스왈도
ko_pʰietʰʌsɯ	피에터스
ko_mitʰikʰʌ	미티커
ko_puisɯ	부이스
ko_pania	바니아
ko_kʰae	카에
ko_koɾɯkʰa	고르카
ko_inpɛ	인배
ko_monel	모넬
ko_hajatʰo	하야토
ko_lut͡ɕʰo	루초
ko_poniŋ	보닝
ko_losɯonwai	로스온와이
ko_tabaɾosɯ	다바로스
ko_alleɾɯ	알레르
ko_iwadaɾe	이와다레
ko_kasje	가셰
ko_kʌnsɯbɛk̚	건스백
ko_mikʰakʰo	미카코
ko_abeidɯ	아베이드
ko_t͡ɕʰaŋhjʌn	창현
ko_kʰɯlleɾabo	클레라보
ko_ieba	이에바
ko_pisjop̚tʰɯn	비숍튼
ko_kʰɯllepʰɛkʰi	클레패키
ko_sasetʰa	사세타
ko_pʰɯɾoisen	프로이센
ko_wintʌm	윈덤
ko_pineɾɯtʰɯ	비네르트
ko_tʰɯɾapʰatʰoni	트라파토니
ko_peɾasɯ	베라스
ko_tʰɛhjʌn	태현
ko_osɯwei	오스웨이
ko_simabaɾabʌn	시마바라번
ko_t͡ɕʰʌŋwi	청위
ko_lutʰɯmasɯtʰʌ	루트마스터
ko_sadeju	사데유
ko_tʰɯɾonkʰetʰi	트론케티
ko_mɛnkʰatʰo	맨카토
ko_kʰaɾolline	카롤리네
ko_mamun	마문
ko_iwamaɾu	이와마루
ko_t͡ɕʰɛniŋ	채닝
ko_pʌmsu	범수
ko_t͡ɕukʰopʰɯsɯkʰa	주코프스카
ko_mat͡ɕʰa	마차
ko_muɾedʑʌŋ	무레정
ko_maŋtʰoŋ	망통
ko_pasanello	바사넬로
ko_hamt͡ɕa	함자
ko_honami	호나미
ko_iɾikʰi	이리키
ko_pʰallou	팔로우
ko_lanubium	라누비움
ko_pʰasɯkʰallina	파스칼리나
ko_latʰekʰɯ	라테크
ko_pasɯtʰon	바스톤
ko_wainpʌɡɯ	와인버그
ko_nisisonoɡikun	니시소노기군
ko_sebaltʰɯ	세발트
ko_kamikʰitʰaɡun	가미키타군
ko_tʰjenʌhjʌn	톈어현
ko_pʰenomeno	페노메노
ko_sallasɯpʰilsɯ	살라스필스
ko_t͡ɕusaŋ	주상
ko_ullaihi	울라이히
ko_waŋjaŋ	왕양
ko_aɡilla	아길라
ko_t͡ɕuŋjoŋ	중용
ko_epʰelman	에펠만
ko_lebijeba	레비예바
ko_pallonsesɯtʰo	발론세스토
ko_tjuɾeino	듀레이노
ko_tʰaikʰi	타이키
ko_kiɡɯn	기근
ko_eduaɾɯdɯ	에두아르드
ko_odilloŋ	오딜롱
ko_amallia	아말리아
ko_melkʰi	멜키
ko_modesɯtʰi	모데스티
ko_tʰatʰui	타투이
ko_miolli	미올리
ko_olleɾapʰɯɾwin	올레라프륀
ko_pʰaseo	파세오
ko_sɯpʰadollini	스파돌리니
ko_madʑino	마지노
ko_kʰapʰelli	카펠리
ko_lwibak̚	뤼박
ko_t͡ɕʰwiɾitʰa	취리타
ko_ekʰatʰeɾina	에카테리나
ko_mat͡ɕʰida	마치다
ko_pʰotʰo	포토
ko_peɾɯtʰoltu	베르톨두
ko_kʰʌnek̚tʰɯ	커넥트
ko_pʰeɾɯmin	페르민
ko_tibɯnoɡoɾɯsɯkʰɯ	디브노고르스크
ko_kwʌpʰʌŋ	궈펑
ko_obeiʌl	오베이얼
ko_siʌɾʌ	시어러
ko_aɾent͡ɕʰɯ	아렌츠
ko_toŋkɯn	동근
ko_jʌmt͡ɕuɡun	염주군
ko_jodʑua	요주아
ko_kʌnil	건일
ko_aibʌsɯn	아이버슨
ko_t͡ɕʰʌnjaŋ	천양
ko_kaimontakʰe	가이몬다케
ko_jesʌŋ	예성
ko_saiɾik̚s͈ɯ	사이릭스
ko_maɾikʰo	마리코
ko_obɛŋ	오뱅
ko_t͡ɕʰwehwi	최휘
ko_kontolla	곤돌라
ko_t͡ɕeinsɯ	제인스
ko_solpʌɡɯ	솔버그
ko_maɾiasɯtʰella	마리아스텔라
ko_lidʑaɾadʑwi	리자라쥐
ko_pallakʰɯllaba	발라클라바
ko_limʌŋ	리멍
ko_jaŋsu	양수
ko_sʌbeimoŋkʰi	서베이몽키
ko_wesɯtʰeɾaihi	외스테라이히
ko_kasɯman	가스만
ko_naŋtʰeɾɯ	낭테르
ko_seidʑi	세이지
ko_aikʰon	아이콘
ko_tʰesɯtʰabʌɡʌ	테스타버거
ko_tʰɯwiŋko	트윙고
ko_hwasʌn	화선
ko_tʰauɾusɯ	타우루스
ko_saɾiɛŋ	사리앵
ko_tʰutʰɯbeɾidʑe	투트베리제
ko_kakʰei	가케이
ko_hɛɾisɯ	해리스
ko_noŋʌp̚	농업
ko_kʰelloɡɯsa	켈로그사
ko_takʰakʰuwa	다카쿠와
ko_seikʰen	세이켄
ko_lapʰaella	라파엘라
ko_jokʰo	요코
ko_tent͡ɕʰɯlliŋken	덴츨링겐
ko_semenjo	세메뇨
ko_seɡesɯtʰa	세게스타
ko_lomonosopʰɯ	로모노소프
ko_t͡ɕwʌsjaŋ	줘샹
ko_mʌnsɯlli	먼슬리
ko_hiɾokʰane	히로카네
ko_kʰaɾɛŋ	카랭
ko_t͡ɕʰuɾjʌn	추련
ko_polsjebikʰɯsʌm	볼셰비크섬
ko_mɛsɯtʰʌmʌn	매스터먼
ko_munhwa	문화
ko_kʰabanisɯ	카바니스
ko_paɾɯt͡ɕʰit͡ɕʰa	바르치차
ko_saɾɯtʰɯɾubil	사르트루빌
ko_pʰetʰɯɾesɯkʰi	페트레스키
ko_intʰʌɾeɡio	인터레기오
ko_t͡ɕʌŋanhjʌn	정안현
ko_naiedʑʌŋ	나이에정
ko_sʌmnʌ	섬너
ko_sihoɾodʑʌŋ	시호로정
ko_sabaudia	사바우디아
ko_pʌmk͈on	범곤
ko_peit͡ɕʰʌn	베이천
ko_poduaje	보두아예
ko_wʌnsun	원순
ko_lenok̚s͈ɯ	레녹스
ko_s͈ɯkʰuda	쓰쿠다
ko_ikʰoma	이코마
ko_pʰultʰɯni	풀트니
ko_kiɾiŋ	기링
ko_pohum	보훔
ko_sɯkʰɛlpʰa	스캘파
ko_kʰeɾɯsosoŋ	케르소송
ko_walloŋ	왈롱
ko_obusedʑʌŋ	오부세정
ko_pʰimpʰaŋ	핌팡
ko_t͡ɕʌŋpɛ	정배
ko_t͡ɕʰailsɯ	차일스
ko_labidin	라비딘
ko_puɾɯbit͡ɕʰɯ	부르비츠
ko_oɡwaŋt͡ɕiŋ	오광징
ko_tʰiŋkʰɯl	팅클
ko_t͡ɕʰanone	차노네
ko_t͡ɕijʌk̚	지역
ko_kibɛk̚	기백
ko_twiseltoɾɯpʰɯ	뒤셀도르프
ko_pɯɾosolletʰɯ	브로솔레트
ko_pupʰon	부폰
ko_hamkjʌŋsanmɛk̚	함경산맥
ko_pidʑe	비제
ko_aŋtɯɾiwe	앙드리외
ko_niasallɛntɯ	니아살랜드
ko_lat͡ɕʰa	라차
ko_sɯtʰʌɾʌ	스터러
ko_apʰollineɾɯ	아폴리네르
ko_t͡ɕinnam	진남
ko_kʰoɾɯnel	코르넬
ko_sʌudao	서우다오
ko_temijanjukʰɯ	데미야뉴크
ko_pillimopʰɯsɯkʰi	빌리모프스키
ko_amosɯ	아모스
ko_pʰoɾɯmadʑio	포르마지오
ko_alpeɾik̚	알베릭
ko_pɯɾonkʰi	브론키
ko_eitʰiŋ	에이팅
ko_lebijepʰɯ	레비예프
ko_taiseidʑʌŋ	다이세이정
ko_t͡ɕwisɯtʰin	쥐스틴
ko_kʰaŋhjʌn	캉현
ko_maɾɯkʰellopʰɯ	마르켈로프
ko_nit͡ɕʰinant͡ɕʌŋ	니치난정
ko_pʰɯɾadon	프라돈
ko_mwinsɯtʰʌ	뮌스터
ko_t͡ɕisɯkʰin	지스킨
ko_kʰohan	코한
ko_pidʌsɯhaim	비더스하임
ko_sjanana	샤나나
ko_pʰiotʰi	피오티
ko_t͡ɕʰʌnwi	천위
ko_pʰaɾɯnaiba	파르나이바
ko_sɯtʰok̚s͈ɯlli	스톡슬리
ko_kʰɯɾisɯpʰoltʰi	크리스폴티
ko_tut͡ɕʰʌl	두철
ko_kʰoɾɯmaŋ	코르망
ko_wault͡ɕɯ	와울즈
ko_tojamaman	도야마만
ko_nobuo	노부오
ko_isʌp̚	이섭
ko_t͡ɕuɡanopʰɯ	주가노프
ko_minowa	미노와
ko_peɾɯtʰoltʰɯ	베르톨트
ko_omutʰɯninsɯkʰɯ	오무트닌스크
ko_ɛpʰɯlsidɯ	애플시드
ko_pʰut͡ɕʰikʰopʰɯ	푸치코프
ko_hwit̚s͈ɯn	휫슨
ko_hisʌk̚	희석
ko_kʰɯɾwibel	크뤼벨
ko_wewebɯntʌn	웨웨븐던
ko_pedɯlliŋtʰʌn	베들링턴
ko_pisɯtʰɯɾit͡ɕʰa	비스트리차
ko_mɛkʰeilli	매케일리
ko_kitʰaokʰa	기타오카
ko_t͡ɕʰaŋil	창일
ko_sjaɾɯllu	샤를루
ko_hobansɯkʰi	호반스키
ko_t͡ɕitʰɛ	지태
ko_pʰɯɾisɯkʰo	프리스코
ko_tʰoniolli	토니올리
ko_subiɾu	수비루
ko_simoŋisɯ	시몽이스
ko_ollibi	올리비
ko_hiɾoas͈ɯ	히로아쓰
ko_tʰeɾuel	테루엘
ko_ɛllisɯtʰʌ	앨리스터
ko_mwedoŋ	뫼동
ko_antɯɾeolli	안드레올리
ko_nɛnti	낸디
ko_seɡiɾɯ	세기르
ko_toŋkʰʌsɯtʰʌ	동커스터
ko_tʰomomi	토모미
ko_pano	바노
ko_iŋka	잉가
ko_pellolli	벨롤리
ko_poŋt͡ɕun	봉준
ko_kʰilpʌn	킬번
ko_iesatʰo	이에사토
ko_ok̚s͈itʰania	옥시타니아
ko_hit͡ɕʰaŋ	희창
ko_ɰison	의손
ko_akʰaba	아카바
ko_lansʌŋ	란성
ko_pɯɾudiɡɯ	브루디그
ko_pʰɛniŋ	패닝
ko_wʌtʰʌhedɯ	워터헤드
ko_hjosʌ	효서
ko_pʰillidoɾɯ	필리도르
ko_muneɾatʰi	무네라티
ko_sɯɾun	스룬
ko_maɾɯdʑinau	마르지나우
ko_tʰeɾie	테리에
ko_tillʌn	딜런
ko_tek̚kʰʌ	덱커
ko_elsɯtʰʌ	엘스터
ko_kosekʰi	고세키
ko_sjumitʰɯpʰosɯ	슈미트포스
ko_ilto	일도
ko_sjullaudɯɾapʰɯ	슐라우드라프
ko_siu	시우
ko_kʰoɾɯsia	코르시아
ko_t͡ɕ͈uŋnʌn	쭝런
ko_lot̚t͈eɾia	롯데리아
ko_suɡjaŋ	숙양
ko_lomanja	로마냐
ko_mjʌŋpʰil	명필
ko_kʰɯllaudʑiu	클라우지우
ko_hʌk̚	헉
ko_lantɯɾi	란드리
ko_pallahɯna	발라흐나
ko_aɾom	아롬
ko_pʰɯɾesɯtʰatʰin	프레스타틴
ko_s͈ɯnehumi	쓰네후미
ko_pweme	뵈메
ko_ljomosʌn	료모선
ko_pokʰɯsɯ	보크스
ko_pelluno	벨루노
ko_t͡ɕwʌt͡ɕʰaŋ	줘창
ko_sollomon	솔로몬
ko_mjʌŋkɯm	명금
ko_kʰaɾina	카리나
ko_kʰʌʌl	커얼
ko_tʰampɯɾoni	탐브로니
ko_kʰidʑiŋkʌ	키징거
ko_sakʰoi	사코이
ko_pʰɛnit͡ɕʰɯ	패니츠
ko_t͡ɕaŋt͡ɕuŋ	장중
ko_tʰibwi	티뷔
ko_kʰʌmpɯɾia	컴브리아
ko_udihjʌn	우디현
ko_almodobaɾɯ	알모도바르
ko_t͡ɕʰɯɡumi	츠구미
ko_kʰat͡ɕʰɯllasɯ	카츨라스
ko_t͡ɕep̚s͈ɯn	젭슨
ko_jeɾɯllesɯ	예를레스
ko_peidɯnok̚	베이드녹
ko_huniŋ	후닝
ko_wisɯbek̚	위스벡
ko_kilpei	길베이
ko_t͡ɕwʌɾan	줘란
ko_pɯllasɯtʰimil	블라스티밀
ko_aintʰɯɾahɯtʰɯ	아인트라흐트
ko_milli	밀리
ko_pʰit͡ɕʰɯsimʌnsɯ	피츠시먼스
ko_t͡ɕʰesɯpʰiɾitʰo	체스피리토
ko_mjʌŋwʌn	명원
ko_potʰipʰaɾa	보티파라
ko_t͡ɕoŋmo	종모
ko_puɾiani	부리아니
ko_loɾinjaŋ	로리냥
ko_tonatʰo	도나토
ko_pɯɾiɡel	브리겔
ko_iupʰu	이우푸
ko_tʰesɯtʰwi	테스튀
ko_tʰɯɾautʰɯman	트라우트만
ko_pʰiswibʌn	피쉬번
ko_lokʰɯl	로클
ko_hinesɯ	히네스
ko_t͡ɕunnosɯkʰe	준노스케
ko_halliwel	할리웰
ko_pʰalmiɾo	팔미로
ko_tʌbitʰo	더비토
ko_mellaɾa	멜라라
ko_kʰudʑono	쿠조노
ko_moɾieɾɯdʑenodɯ	모리에르제노드
ko_nanpʰo	난포
ko_kʰempʰʌsɯ	켐퍼스
ko_kʰawasɯmi	카와스미
ko_sawano	사와노
ko_poŋsil	봉실
ko_hwaibaŋ	화이방
ko_t͡ɕʰʌnt͡ɕi	천지
ko_kʰonelli	코넬리
ko_kʰjusɯ	큐스
ko_kʰʌmpɯɾian	컴브리안
ko_taiadʑausʌm	다이아자우섬
ko_lens͈olpʰɯ	렌쏠프
ko_mentillibaɾɯ	멘딜리바르
ko_pʰintʰea	핀테아
ko_t͡ɕʰʌlsʌŋ	철성
ko_sunsin	순신
ko_naɡibin	나기빈
ko_tʰaɾano	타라노
ko_tokʰusiɡe	도쿠시게
ko_twibwipʰe	뒤뷔페
ko_t͡ɕʰinwaŋ	친왕
ko_koɾjat͡ɕʰeba	고랴체바
ko_lɛtʰisɯ	래티스
ko_pʰadoasɯkʰiopʰa	파도아스키오파
ko_insua	인수아
ko_edʌɾidʑi	에더리지
ko_lok̚s͈ɯbʌɾi	록스버리
ko_peɾɯɡʌ	베르거
ko_kijosakʰi	기요사키
ko_iwit͡ɕʰaŋ	이위창
ko_t͡ɕʰwant͡ɕɯ	촨즈
ko_kʰoɾɯnellio	코르넬리오
ko_anjone	아뇨네
ko_hjʌŋmin	형민
ko_samoɾa	사모라
ko_kʰaɾɯtʰuha	카르투하
ko_pʰɯtʰi	프티
ko_wallidɯ	왈리드
ko_kwellʌ	괼너
ko_mit͡ɕʰijasɯ	미치야스
ko_kʰadʑija	카지야
ko_sunpo	순보
ko_peɾʌt̚	베럿
ko_odil	오딜
ko_sabadel	사바델
ko_pʰullʌtʰʌn	풀러턴
ko_hopʰɯɾisɯ	호프리스
ko_tʰimpʌɾɛntɯ	팀버랜드
ko_sɯtʰelli	스텔리
ko_kʰɯlleɾɯtʰi	클레르티
ko_it̚kʰei	잇케이
ko_monpes͈ɯɡun	몬베쓰군
ko_lokʰomotʰibɯ	로코모티브
ko_tanpʰʌŋ	단펑
ko_kitʰaɾo	기타로
ko_sʌɡet̚	서겟
