éverton,艾华顿
pentecoste,庞特科斯蒂
pinheiros,皮涅伊罗斯
pauini,保伊尼
urandi,乌兰迪
macururé,马库鲁雷
jardinópolis,雅尔迪诺波利斯
retirolândia,雷蒂罗兰迪亚
ermo,埃尔莫
marema,马雷马
atalanta,阿塔兰塔
macieira,马西埃拉
ceres,塞雷斯
quixabeira,基沙贝拉
cariús,卡里乌斯
remanso,雷曼苏
tapauá,塔保阿
indiara,因迪亚拉
jundiá,容迪亚
itiquira,伊蒂基拉
balsas,巴尔萨斯
arari,阿拉里
tauá,陶阿
ararendá,阿拉伦达
barroquinha,巴罗基尼亚
planaltino,普拉纳蒂努
imbuia,因布亚
tubarão,图巴朗
itapajé,伊塔帕热
branquinha,布兰基尼亚
uruburetama,乌鲁布雷塔马
fortim,福廷
baturité,巴图里特
capistrano,卡皮斯特拉努
apiacá,阿皮亚卡
maribondo,马里邦杜
pojuca,波茹卡
aquiraz,阿基拉斯
varzedo,瓦尔泽杜
carauari,卡拉瓦里
aracruz,阿拉克鲁斯
sapeaçu,萨佩阿苏
saubara,绍巴拉
pacajus,帕卡茹斯
cariré,卡里雷
ereré,埃雷雷
posse,波塞
central,森特拉尔
sonora,索诺拉
pacatuba,帕卡图巴
ipirá,伊皮拉
maetinga,马埃廷加
piripá,皮里帕
teofilândia,特奥菲兰迪亚
maracanaú,马拉卡纳乌
tanquinho,坦基纽
iúna,伊乌纳
quijingue,基任吉
caturité,卡图里特
jaramataia,雅拉马塔亚
juazeirinho,茹阿泽里纽
pocinhos,波西纽斯
alcantil,阿尔坎蒂尔
crateús,克拉特乌斯
altaneira,阿尔塔内拉
matina,马蒂纳
inhapi,伊尼亚皮
ibateguara,伊巴特瓜拉
saboeiro,萨布埃鲁
faro,法鲁
saúde,萨乌德
ubajara,乌巴雅拉
bebedouro,贝贝多鲁
maiquinique,迈基尼基
castelo,卡斯特卢
piatã,皮亚唐
quiterianópolis,基特里亚诺波利斯
ipu,伊普
granjeiro,格兰热鲁
jaguaretama,雅瓜雷塔马
coreaú,科雷奥
lamarão,拉马朗
niquelândia,尼克兰迪亚
ipixuna,伊皮舒纳
caridade,卡里达迪
edéia,埃德亚
salgadinho,萨尔加迪尼奥
casserengue,卡塞伦格
areia,阿雷亚
catingueira,卡廷盖拉
croatá,克罗阿塔
urucará,乌鲁卡拉
paratinga,帕拉廷加
santaluz,圣卢斯
pindaí,平达伊
redenção,雷登桑
macarani,马卡拉尼
mirante,米兰蒂
morpará,莫尔帕拉
pindobaçu,平多巴苏
ecoporanga,埃科波兰加
urucurituba,乌鲁库里图巴
itaguaçu,伊塔瓜苏
hidrolina,伊德罗利纳
guarabira,瓜拉比拉
paraibano,帕赖巴努
nordestina,诺尔德斯蒂纳
indiana,印第安纳
mucambo,穆坎布
iporã,伊波朗
lagarto,拉加尔托
ibatiba,伊巴蒂巴
santanópolis,桑塔诺波利斯
pedrão,佩德朗
turvelândia,图尔韦兰迪亚
itapicuru,伊塔皮库鲁
jiquiriçá,日基里萨
jucuruçu,茹库鲁库
figueirão,菲盖朗
tailândia,泰兰迪亚
alenquer,阿伦克尔
porteiras,波尔泰拉斯
poranga,波兰加
moraújo,莫拉乌茹
caaporã,卡波朗
buri,布里
ouriçangas,欧里桑加斯
umburanas,温布拉纳斯
seabra,塞阿布拉
camalaú,卡马劳
tacima,坎普迪桑塔纳
olivedos,奥利韦杜什
flexeiras,弗莱谢拉斯
esperança,埃斯佩兰萨
queluz,克卢斯
ituberá,伊图贝拉
maracás,马拉卡斯
rodelas,罗德拉斯
gurjão,古尔让
ituaçu,伊图阿苏
irajuba,伊拉茹巴
iuiu,尤尤
itatim,伊塔廷
ourém,欧伦
turvo,图尔武
frecheirinha,弗雷谢里尼亚
alcântaras,阿尔坎塔拉斯
ibaretama,伊巴雷塔马
jucás,茹卡斯
anadia,阿纳迪亚
iraquara,伊拉夸拉
mairi,迈里
maranguape,马兰瓜佩
mineiros,米内鲁斯
igrapiúna,伊格拉皮乌纳
caculé,卡库莱
boninal,博尼纳尔
amaraji,阿马拉日
gavião,加维昂
buritirama,布里蒂拉马
encruzilhada,恩克鲁济利亚达
igaporã,伊加波朗
ocara,奥卡拉
massapê,马萨佩
cocos,科库斯
martinópole,马丁诺波利
caririaçu,卡里里亚苏
penaforte,佩纳福蒂
pereiro,佩雷鲁
ibicuí,伊比库伊
caetité,卡埃蒂特
ipaporanga,伊帕波兰加
beberibe,贝贝里比
ibiapina,伊比亚皮纳
salitre,萨利特里
pinheiral,皮涅拉尔
coremas,科雷马斯
meruoca,梅鲁奥卡
paramoti,帕拉莫蒂
quixeré,基谢雷
palhano,帕利亚努
groaíras,格罗阿伊拉斯
ichu,伊舒
ibititá,伊比蒂塔
cravolândia,克拉沃兰迪亚
maranhãozinho,马拉尼扬齐纽
altinho,阿尔蒂尼奥
denise,德尼西
guaiúba,瓜伊乌巴
pacujá,帕库雅
carnaubal,卡瑙巴尔
milhã,米良
potiretama,波蒂雷塔马
murici,穆里西
tatuí,塔图伊
pederneiras,佩德内拉斯
piraju,皮拉茹
gália,加利亚
piacatu,皮亚卡图
inajá,伊纳雅
irauçuba,伊劳苏巴
barro,巴鲁
campestre,坎佩斯特里
caturama,卡图拉马
rosana,罗萨纳
ibirajuba,伊比拉茹巴
ibiúna,伊比乌纳
maraú,马拉乌
jati,雅蒂
granja,格兰哈
figueira,菲盖拉
jaguaribara,雅瓜里巴拉
chaval,沙瓦尔
apuiarés,阿普亚雷斯
pombos,蓬布斯
quadra,夸德拉
louveira,洛韦拉
guatapará,瓜塔帕拉
pereiras,佩雷拉斯
itanhém,伊塔年
craíbas,克拉伊巴斯
canapi,卡纳皮
paripueira,帕里普埃拉
eunápolis,欧纳波利斯
tracunhaém,特拉库尼亚埃姆
magda,马格达
pirpirituba,皮尔皮里图巴
juruena,茹鲁埃纳
curralinhos,库拉利纽斯
grajaú,格拉雅乌
geminiano,热米尼亚努
jucati,茹卡蒂
camamu,卡马穆
canas,卡纳斯
pacaembu,帕卡恩布
potim,波廷
araruna,阿拉鲁纳
candeal,坎德阿尔
itagimirim,伊塔吉米林
mariápolis,玛丽亚波利斯
chavantes,沙万蒂斯
araioses,阿赖奥西斯
itagi,伊塔吉
iramaia,伊拉马亚
restinga,雷斯廷加
itarantim,伊塔兰廷
quixaba,基沙巴
arame,阿拉梅
malta,马尔塔
taperoá,塔佩罗阿
prata,普拉塔
andorinha,安多里尼亚
itapé,伊塔佩
clementina,克莱门蒂纳
sagres,萨格雷斯
guajeru,瓜热鲁
chorrochó,绍罗绍
lupércio,卢佩西乌
coruripe,科鲁里皮
cristina,克里斯蒂娜
abaiara,阿巴亚拉
pinheiro,皮涅罗
pariconha,帕里科尼亚
satuba,萨图巴
tejuçuoca,特茹苏奥卡
florestópolis,弗洛雷斯托波利斯
emas,埃马斯
barreirinhas,巴雷里尼亚斯
tapejara,塔佩雅拉
choró,绍罗
indianópolis,印第安诺波利斯
batayporã,巴泰波朗
papanduva,帕潘杜瓦
acaraú,阿卡拉乌
ipojuca,伊波茹卡
cristalândia,克里斯塔兰迪亚
registro,雷吉斯特鲁
wanderlândia,万德兰迪亚
cururupu,库鲁鲁普
itaiópolis,伊泰奥波利斯
modelo,莫德卢
juína,茹伊纳
regeneração,雷热内拉桑
marcolândia,马科兰迪亚
inhangapi,伊年加皮
jitaúna,日塔乌纳
ibipeba,伊比佩巴
guaratinga,瓜拉廷加
itabela,伊塔贝拉
candiba,坎迪巴
ibitiara,伊比蒂亚拉
ortigueira,奥蒂盖拉
piracuruca,皮拉库鲁卡
madeiro,马代鲁
palmeirais,帕尔梅赖斯
jacobina,雅科比纳
ladário,拉达里奥
portelândia,波尔特兰迪亚
mulungu,穆隆古
cravinhos,克拉维纽斯
campinaçu,坎皮纳苏
goiatuba,戈亚图巴
touros,托鲁斯
camapuã,卡马普昂
manari,马纳里
periquito,佩里基图
socorro,索科鲁
itapipoca,伊塔皮波卡
riachuelo,里亚丘埃洛
guareí,瓜雷伊
guapiara,瓜皮亚拉
itororó,伊托罗罗
canoinhas,卡诺伊尼亚斯
ibicaré,伊比卡雷
maracajá,马拉卡雅
guaramirim,瓜拉米林
ilhota,伊柳塔
urca,乌尔卡
tarrafas,塔拉法斯
nitazoxanida,硝唑尼特
manduri,曼杜里
piedade,彼达迪
capixaba,卡皮沙巴
itaberaba,伊塔贝拉巴
jordão,若当
pindoba,平多巴
cosmorama,科斯莫拉马
martinópolis,马蒂诺波利斯
queimados,凯马杜斯
tartarugalzinho,塔尔塔鲁加齐诺
lacerdópolis,拉塞多波利斯
meleiro,梅莱鲁
videira,维代拉
arraial,阿拉亚尔
cuité,奎特
mazagão,马扎冈
cupira,库皮拉
fronteiras,弗龙泰拉斯
ouricuri,欧里库里
turilândia,图里兰迪亚
caraíbas,卡拉伊巴斯
cordeiros,科尔代鲁斯
ibiassucê,伊比亚苏塞
ibipitanga,伊比皮坦加
brejões,布雷容伊斯
irapuã,伊拉普昂
areias,阿雷亚斯
quatis,夸蒂斯
miranorte,米拉诺蒂
salvaterra,萨尔瓦特拉
satubinha,萨图比尼亚
maracaçumé,马拉卡苏梅
paulistana,保利斯塔纳
palmeirândia,帕尔梅兰迪亚
surubim,苏鲁宾
exu,埃舒
poxoréu,波绍雷乌
mombaça,蒙巴萨
lagoa,拉戈阿
serraria,塞拉里亚
jataúba,雅塔乌巴
palmeirópolis,帕尔梅罗波利斯
dueré,杜埃雷
recursolândia,雷库尔索兰迪亚
mateiros,马泰鲁斯
tabocão,福塔莱萨杜塔博康
pium,皮温
itapiratins,伊塔皮拉廷斯
canhotinho,卡纽蒂纽
lapa,拉帕
ipiranga,伊皮兰加
gameleira,加梅莱拉
solidão,索利当
fênix,费尼什
marilena,马里莱纳
luzilândia,卢齐兰迪亚
itabi,伊塔比
itaguatins,伊塔瓜廷斯
capoeiras,卡普埃拉斯
jesuítas,热苏伊塔斯
sandolândia,桑多兰迪亚
darcinópolis,达尔西诺波利斯
sambaíba,桑巴伊巴
sertaneja,塞尔塔内雅
limoeiro,利穆埃鲁
terezinha,特雷济尼亚
carnaíba,卡纳伊巴
machados,马沙杜斯
currais,库赖斯
betânia,贝塔尼亚
pindarémirim,平达雷米林
raposa,拉波萨
saloá,萨洛阿
agricolândia,阿格里科朗迪亚
jericó,热里科
vertentes,韦尔滕蒂斯
caxingó,卡辛戈
afrânio,阿夫拉尼乌
brejão,布雷让
colniza,科尼扎
bayeux,巴约
tufilândia,图菲兰迪亚
livramento,利夫拉门图
curvelândia,库尔韦兰迪亚
varjota,瓦尔若塔
penalva,佩纳尔瓦
sussuapara,苏苏阿帕拉
acauã,阿考昂
aroazes,阿罗阿泽斯
mirinzal,米林扎尔
joselândia,若泽兰迪亚
peritoró,佩里托罗
banabuiú,巴纳布尤
lorena,洛雷纳
ananás,阿纳纳斯
caém,卡恩
icatu,伊卡图
francinópolis,弗兰西诺波利斯
sertão,塞尔唐
oeiras,奥埃拉斯
bacabeira,巴卡贝拉
tamboril,坦博里尔
miraíma,米拉伊马
bequimão,贝基芒
pimenteiras,皮门泰拉斯
coivaras,科伊瓦拉斯
tuparetama,图帕雷塔马
macaparana,马卡巴拉那
flórida,佛罗里达
califórnia,卡利福尼亚
tuntum,通通
pedreiras,佩德雷拉斯
estreito,埃斯特雷图
umari,乌马里
tapira,塔皮拉
patos,帕图斯
jacundá,雅昆达
guaribas,瓜里巴斯
podemos,我们能
riocentro,里约中心
pururuca,皮肚
lulismo,卢拉主义
patriota,爱国者
quintão,金唐
anastácio,阿纳斯塔西奥
caxirola,卡塞罗拉
uru,乌鲁
valparaíso,瓦尔帕莱索
alagoinhas,阿拉戈伊尼亚斯
liberdade,利贝尔达迪
caldas,卡尔达什
campanário,坎帕纳里乌
anhumas,阿纽马斯
januária,雅努阿里亚
igarapé,伊加拉佩
tremembé,特雷门贝
tuiuti,图尤蒂
trabiju,特拉比茹
conquista,孔基斯塔
corinto,科林图
espinosa,埃斯皮诺萨
coromandel,科罗曼德尔
fama,法马
urussanga,乌鲁桑加
treviso,特雷维素
xanxerê,尚谢雷
anitápolis,阿尼塔波利斯
angelina,安热利纳
turiúba,图里乌巴
utinga,乌廷加
arcos,阿尔科斯
alvarenga,阿尔瓦伦加
ubatã,乌巴唐
ubaíra,乌巴伊拉
uruçuca,乌鲁苏卡
tapiramutá,塔皮拉穆塔
tanhaçu,塔尼亚苏
antas,安塔斯
umbaúba,温鲍巴
alcobaça,阿尔科巴萨
araci,阿拉西
tucano,图卡诺
uauá,瓦瓦
aragarças,阿拉加尔萨斯
uruaçu,乌鲁阿苏
aporé,阿波雷
anicuns,阿尼昆斯
telha,特利亚
terenos,特雷诺斯
gouveia,戈维亚
uruana,乌鲁阿纳
almeirim,阿尔梅林
vianópolis,维亚诺波利斯
tabatinga,塔巴廷加
taciba,塔西巴
tapiraí,塔皮拉伊
tarabai,塔拉比
taquaral,塔夸拉尔
taquarana,塔夸拉纳
montezuma,蒙特祖马
lontra,隆特拉
uruçuí,乌鲁苏伊
amarante,阿马兰蒂
chorozinho,绍罗济纽
catunda,卡通达
sacramento,萨克拉门托
salinas,萨利纳斯
tremedal,特雷梅达尔
una,乌纳
altos,阿尔托斯
tucumã,图库芒
almas,阿尔马斯
taguatinga,塔瓜廷加
ariri,阿里里
portugal,葡萄牙
lisboa,里斯本
montemorovelho,旧蒙特莫尔
funchal,丰沙尔
parada,帕拉达
cabanelas,卡巴内拉什
anjos,安若什
mirandela,米兰德拉
vimioso,维苗苏
macaronésia,马卡罗尼西亚
ourique,奥里基
vidigueira,维迪盖拉
odemira,奥德米拉
mogadouro,莫加多鲁
vizela,维泽拉
esposende,埃斯波森迪
canelas,卡内拉什
samões,萨蒙伊什
ervidel,埃尔维迪尔
cardanha,卡达尼亚
chapa,沙帕
montemoronovo,新蒙特莫尔
arouca,阿罗卡
angeja,安热雅
lamas,拉马什
mascarenhas,马斯卡雷尼亚什
salselas,萨尔塞拉什
brinches,布林谢什
pinhel,皮涅尔
loures,洛里什
maureles,毛雷利什
lagares,拉加里什
nordeste,诺德什蒂
armamar,阿马马尔
vales,瓦利什
talhas,塔利亚什
murçós,穆尔索什
navalho,纳瓦柳
cuba,库巴
cavalões,卡瓦隆伊什
mértola,梅尔图拉
serpa,塞尔帕
terroso,特罗苏
anissó,阿尼索
fafe,法菲
vinhais,维尼艾什
benavente,贝纳文蒂
chacim,沙辛
valverde,瓦尔韦尔迪
constance,孔什坦西
favões,法翁伊什
lamego,拉梅古
portimão,波尔蒂芒
povoação,波瓦桑
angueira,安盖拉
cabrela,卡布雷拉
caramos,卡拉穆什
alandalus,安达卢斯
ansiães,安西昂什
ansião,安西昂
anta,安塔
salsas,萨尔萨斯
sacavém,萨卡文
sátão,萨唐
penela,佩内拉
poiares,波亚里什
lamalonga,拉马隆加
soalhães,索阿良伊什
fornos,福尔努什
sezulfe,塞祖尔菲
travanca,特拉万卡
talhinhas,塔利尼亚什
raimonda,赖蒙达
freixeda,弗雷谢达
cabeçudos,卡贝苏杜什
palaçoulo,帕拉索卢
izeda,伊泽达
faílde,法伊尔迪
luso,卢苏
urrós,乌罗什
carrazedo,卡拉泽杜
frazão,弗拉藏
frechas,弗雷沙斯
condeixaanova,新孔代沙
loulé,洛莱
pereirasgare,佩雷拉什加里
moita,莫伊塔
cabreiros,卡布雷鲁斯
urrô,乌罗
sobretâmega,索布雷塔梅加
padrão,发现碑
soutelo,索特卢
seixezelo,塞谢泽卢
magrelos,马格雷卢什
tabuado,塔布阿杜
folhada,福利亚达
friande,弗里安迪
fresulfe,弗雷苏尔菲
freixo,弗雷舒
pias,皮亚什
revinhade,雷维尼亚迪
cete,塞蒂
sanguedo,桑格杜
toutosa,托托萨
almodôvar,阿尔莫多瓦
felgueiras,费尔盖拉什
sousela,索塞拉
rosém,罗森
torrão,托朗
trigaches,特里加希什
aljustrel,阿尔茹什特雷尔
peniche,佩尼谢
candoso,坎多索
montouto,蒙托图
caires,凯雷斯
fânzeres,凡泽里什
rebordelo,雷博尔德卢
nevogilde,内沃吉尔迪
monte,蒙特
paçó,帕索
lavra,拉夫拉
campo,坎普
calendário,卡伦达里奥
edral,埃德拉尔
touguinha,托吉尼亚
moimenta,莫伊门塔
mangualde,曼瓜尔迪
rabal,拉巴尔
torno,托尔努
calvos,卡尔沃斯
cambeses,坎贝塞斯
calvelhe,卡尔韦利
lordelo,圣萨尔瓦多迪洛尔德卢
sande,桑迪
regilde,雷吉尔迪
ribalonga,里巴隆加
alcochete,阿尔科谢蒂
antes,安蒂什
caminha,卡米尼亚
perafita,佩拉菲塔
genísio,热尼西奥
chiado,基亚多
valongo,瓦隆古
cantelães,坎特朗伊什
candedo,坎德杜
canhestros,卡内斯特鲁什
canidelo,卡尼德卢
carapeços,卡拉佩苏什
touguinhó,托吉尼奥
serzedo,塞尔泽杜
gião,吉昂
sermonde,塞尔蒙迪
cano,卡努
barco,巴科
balugães,巴卢冈伊什
gondalães,贡达朗伊什
campanhã,坎帕尼扬
figueiras,菲盖拉什
lousa,洛萨
corujas,科鲁雅什
cepelos,塞佩卢什
lufrei,卢弗雷
meinedo,梅内杜
caniçada,卡尼萨达
monchique,蒙希克
carragosa,卡拉戈萨
gostei,戈什泰
carvalhal,卡瓦利亚尔
tomar,托马尔
apúlia,阿普利亚
carvalhosa,卡尔瓦略萨
carviçais,卡尔维赛什
carção,卡尔桑
suçães,苏桑伊什
carvalhas,卡瓦利亚斯
grijó,格里若
estremoz,埃什特雷莫什
lustosa,卢什托萨
guifões,吉丰伊什
guilhabreu,吉利亚布雷乌
guimarei,吉马雷伊
guidões,吉东伊什
refontoura,雷丰托拉
outeiro,奥泰鲁
açoreira,阿索雷拉
lombo,隆布
ventozelo,文托泽卢
silvalde,锡尔瓦尔迪
arcas,阿尔卡什
azambuja,阿赞布雅
sardoal,萨多阿尔
sendim,森丁
castedo,卡什特杜
castrelos,卡斯特雷卢什
casével,卡塞韦尔
urros,乌罗什
celeirós,塞莱罗什
cedofeita,塞多费塔
caçarelhos,卡萨雷柳什
celas,塞拉什
mora,莫拉
setúbal,塞图巴尔
arcozelo,阿尔科泽卢
ardegão,阿尔德冈
cerejais,塞雷雅伊什
cesar,塞萨尔
cervães,塞旺伊什
modelos,莫德卢什
mouriz,莫里什
milhundos,米利温杜什
arentim,阿伦廷
manteigas,曼泰加什
alcanena,阿尔卡内纳
aljezur,阿尔热祖尔
saboia,萨博亚
cristelo,克里斯特卢
lourinhã,洛里尼扬
grândola,格兰杜拉
chamoim,沙莫因
penafiel,佩纳菲耶尔
gondar,贡达尔
gondomar,贡多马尔
alfama,阿尔法玛
odivelas,奥迪韦拉什
picote,皮科特
amedo,阿梅多
zedes,泽德斯
pinelo,皮内洛
paradela,帕拉德拉
argivai,阿尔吉瓦伊
hispânia,西班牙
azões,阿宗伊什
trofa,特罗法
lousada,洛萨达
tábua,塔布阿
chavão,沙旺
mamarrosa,马马罗萨
bustos,布斯图什
meixomil,梅绍米尔
laundos,拉温杜什
monsanto,蒙桑托
sintra,辛特拉
amadora,阿马多拉
merino,美利奴羊
argozelo,阿尔戈泽卢
castelões,卡斯特隆伊什
marvão,马尔旺
olival,奥利瓦尔
mêda,梅达
sabugueiro,萨布盖鲁
chorense,绍伦塞
eixo,埃舒
cobro,科布罗
entroncamento,恩特龙卡门图
seixal,塞沙尔
chave,沙维
rebordainhos,雷博尔代纽什
tarouca,塔罗卡
cicouro,锡科鲁
cibões,锡邦伊什
estoril,埃什托里尔
sertã,塞尔唐
idães,伊当伊什
ifanes,伊法内斯
ariz,阿里什
brunhozinho,布鲁尼奥齐纽
brunhoso,布鲁尼奥苏
brunhais,布鲁尼艾什
sabugal,萨布加尔
codessos,科德苏什
cividade,锡维达德
codeceda,科德塞达
luzianesgare,卢齐亚尼什加里
coelhoso,科埃略苏
brufe,布鲁费
lodões,洛东伊什
carvalheira,卡瓦列拉
algoso,阿尔戈苏
sobreira,索布雷拉
valbom,瓦尔邦
maçores,马索里什
guilhufe,吉柳菲
galegos,加莱古什
burga,布尔加
croca,克罗卡
bustelo,布斯特卢
irivo,伊里武
eja,埃雅
oldrões,奥尔德朗伊什
marecos,马雷库什
ala,阿拉
colos,科洛斯
mombeja,莫姆贝雅
ordem,奥尔登
nelas,内拉什
trancoso,特兰科苏
armil,阿尔米尔
benlhevai,本列瓦伊
parâmio,帕拉苗
bruçó,布鲁索
penamacor,佩纳马科尔
rande,兰迪
modivas,莫迪瓦什
santulhão,桑图良
segadães,塞加当伊什
rebordões,雷博尔东伊什
albernoa,阿尔贝诺阿
arosa,阿罗萨
arnozela,阿尔诺泽拉
machico,马希库
arreigada,阿雷加达
arraiolos,阿拉约洛斯
arronches,阿龙希什
redondo,雷东多
idanhaanova,新伊达尼亚
alpiarça,阿尔皮亚萨
cossourado,科索拉多
cortiços,科尔蒂苏什
sobrosa,索布罗萨
jovim,若温
penacova,佩纳科瓦
alijó,阿利若
alandroal,阿兰德鲁阿尔
vagos,瓦古什
covelo,科韦卢
proençaanova,新普罗恩萨
safara,萨法拉
bucos,布科斯
constância,康斯坦西亚
sernancelhe,塞南塞利
lagos,拉古什
coruche,科鲁希
alcoutim,阿尔科廷
chamusca,沙穆什卡
ervedosa,埃尔韦多萨
pampilhosa,潘皮略萨
crestuma,克雷斯图马
coucieiro,科谢伊罗
jugueiros,茹盖鲁什
alfundão,阿尔丰当
assares,阿萨里什
sernande,塞尔南迪
pombares,庞巴雷斯
santalha,桑塔利亚
leiria,莱里亚
olhão,奥良
estremadura,埃斯特雷马杜拉省
curopos,库罗普什
vilarinho,维拉里纽
raiva,赖瓦
mira,米拉
corvite,科尔维特
lama,拉马
muro,穆罗
pedorido,佩多里杜
caldelas,卡尔德拉斯
sesimbra,塞新布拉
lousã,洛桑
velas,韦拉什
deilão,代朗
público,公众报
beja,贝雅
ligares,利加里什
milhão,米良
golegã,古勒冈
vouzela,沃泽拉
tuizelo,图伊泽卢
donai,多奈
falcoaria,鹰猎
mazouco,马佐库
tabuaço,塔布阿苏
guarda,瓜达
penamaior,佩纳马约尔
pedrouços,佩德罗苏什
atenor,阿特诺尔
gimonde,吉蒙迪
atiães,阿蒂昂伊什
mação,马桑
oleiros,奥莱鲁什
roriz,罗里什
barreiro,巴雷鲁
zoio,佐约
calheta,卡列塔
montalegre,蒙塔莱格里
valpaços,瓦尔帕苏什
burgães,布尔加伊什
nisa,尼萨
luzim,卢津
gáfete,加费蒂
portela,波尔特拉
perozelo,佩罗泽卢
atães,阿唐斯
chorente,绍伦特
gestaçô,热斯塔索
gatão,加唐
canadelo,卡纳德卢
romeu,罗梅乌
mós,莫什
fiães,菲昂伊什
lamelas,拉梅拉什
lamoso,拉莫苏
gulpilhares,古尔皮利亚里什
préstimo,普雷斯迪穆
labruge,拉布鲁吉
elvas,埃尔瓦什
monforte,蒙福尔特
maceda,马塞达
águeda,阿格达
bunheiro,布涅鲁
garvão,加尔旺
estela,埃什特拉
salvada,萨尔瓦达
boelhe,博埃利
larinho,拉里纽
freamunde,弗雷阿蒙迪
quarteira,夸尔泰拉
gandra,甘德拉
eiriz,埃里什
panoias,帕诺亚什
vilar,维拉尔
esmoriz,埃斯莫里斯
messejana,梅塞雅纳
ermesinde,埃尔梅辛迪
recardães,雷卡尔当伊什
edrosa,埃德罗萨
junqueira,容凯拉
lever,莱维尔
vilarelhos,维拉雷柳什
santão,桑唐
margaride,马尔加里迪
cascais,卡斯凯什
avidagos,阿维达戈什
aveleda,阿韦莱达
avessadas,阿韦萨达什
avidos,阿维多什
valmaior,瓦尔马约尔
frossos,弗罗苏什
entradas,恩特拉达什
avis,阿维斯
avintes,阿温蒂什
avantos,阿万托斯
avanca,阿万卡
avelanoso,阿韦拉诺苏
alquerubim,阿尔克鲁宾
barcouço,巴科苏
lomba,隆巴
mozelos,莫泽洛斯
olo,奥卢
tondela,通德拉
nabo,纳布
codal,科达尔
nespereira,内斯佩雷拉
babe,巴贝
espinhel,埃什皮尼尔
espinhosela,埃什皮尼奥塞拉
samil,萨米尔
mafamude,马法穆迪
milheirós,米列罗什
malhadas,马利亚达什
ílhavo,伊利亚武
bagueixe,巴盖希
abambres,阿班布雷斯
abadim,阿巴丁
bairros,拜鲁什
bairro,拜罗
albergariaavelha,旧阿尔贝加里亚
lourosa,洛罗萨
espiunca,埃什皮温卡
antime,安蒂米
azurém,阿祖伦
azurara,阿祖拉拉
azinhoso,阿齐尼奥苏
válega,瓦莱加
longomel,隆戈米尔
britelo,布里特卢
alfaião,阿尔法伊昂
valpedre,瓦尔佩德里
aboim,阿博因
aboadela,阿博阿德拉
baleizão,巴莱藏
balança,巴兰萨
baltar,巴尔塔尔
balazar,巴拉萨尔
abragão,阿布拉冈
aborim,阿博林
barca,巴尔卡
barbudo,巴布多
barqueiros,巴凯鲁什
barcelinhos,巴塞利纽什
barcel,巴塞尔
bagunte,巴贡蒂
rebordãos,雷博尔当什
massarelos,马萨雷卢什
meixedo,梅谢杜
amares,阿马里什
abrantes,阿布兰特什
almada,阿尔马达
abreiro,阿布雷罗
fajozes,法若齐什
silvares,锡尔瓦里什
louredo,洛雷杜
matela,马特拉
serapicos,塞拉皮库什
medas,梅达什
basto,巴什图
barrô,巴罗
beire,贝里
beiriz,贝里兹
beira,贝拉省
baçal,巴萨尔
bemposta,本波斯塔
ferradosa,费拉多萨
aradas,阿拉达什
cepães,塞庞埃斯
adaúfe,阿达乌费
adeganha,阿德加尼亚
miragaia,米拉加亚
mindelo,明德卢
travassô,特拉瓦索
barrancos,巴兰库什
gondesende,贡德森迪
belinho,贝利尼奥
fermentelos,费尔门特卢什
felgar,费尔加尔
bente,本特
beringel,贝林热尔
paramos,帕拉穆什
folgosa,福尔戈萨
gemunde,热蒙迪
ferreiró,费雷罗
tavira,塔维拉
sines,锡尼什
ribatejo,里巴特茹省
matosinhos,马托西纽什
fridão,弗里当
euronext,泛欧交易所
freixiel,弗雷谢尔
soeira,索埃拉
mosteiró,莫斯泰罗
moure,莫里
albufeira,阿尔布费拉
covilhã,科维良
roios,罗尤什
melres,梅尔里什
viariz,维亚里什
cavez,塞韦兹
palmela,帕尔梅拉
adães,阿当伊斯
bico,比科
aldão,阿尔当
fregim,弗雷任
gondim,贡丁
campelo,坎佩卢
jazente,雅曾蒂
bicos,比库什
arnoia,阿尔诺亚
tresouras,特雷索拉什
mesquinhata,梅什吉尼亚塔
frende,弗伦迪
telões,特隆伊什
penedono,佩内多诺
mortágua,莫尔塔瓜
mealhada,梅阿利亚达
estarreja,埃斯塔雷雅
mofreita,莫夫雷塔
figueiró,菲盖罗
cinfães,辛方伊什
fornelo,福尔内卢
grilo,格里卢
valadares,瓦拉达里什
ovil,奥维尔
quintanilha,金塔尼利亚
ramalde,拉马尔迪
aldoar,阿尔多阿尔
caçarilhe,卡萨里利
vilela,维莱拉
beirã,贝朗
lusotropicalismo,葡萄牙热带主义
alfena,阿尔费纳
navais,纳瓦伊什
besteiros,贝斯泰鲁什
montijo,蒙蒂茹
gueifães,盖方伊什
manhuncelos,马尼温塞卢什
agrochão,阿格罗尚
agrela,阿格雷拉
agrobom,阿格罗博姆
rebordosa,雷博尔多萨
ribadouro,里巴多鲁
bitarães,比塔朗伊什
boticas,博蒂卡什
bornes,博尼什
borralha,博拉利亚
capelins,卡佩林什
ovar,奥瓦尔
teixeiró,泰谢罗
branca,布兰卡
bouça,博萨
agualvacacém,阿瓜尔瓦卡森
aguçadoura,阿古萨多拉
aguieiras,阿吉埃拉斯
saldonha,萨尔多尼亚
airães,艾朗伊斯
airó,艾罗
aião,艾昂
agilde,阿吉尔迪
agadão,阿加当
romariz,罗马里什
bombarral,邦巴拉尔
alpalhão,阿尔帕良
remondes,雷蒙迪什
