inna,茵娜
moldoveni,摩尔多韦尼乡
săcălășeni,瑟克勒谢尼乡
târnova,特尔诺瓦乡
șimand,希曼德乡
tortoman,托尔托曼乡
tansa,坦萨乡
gârcina,格尔西纳乡
tașca,塔什卡乡
mogoșești,莫戈谢什蒂乡
borlești,博尔莱什蒂乡
săpânța,瑟彭察乡
berzovia,贝尔佐维亚乡
certeze,切尔泰泽乡
cehal,塞哈尔乡
apa,阿帕乡
farcașa,法尔卡沙乡
maliuc,马柳克乡
românești,罗默内什蒂乡
hangu,汉古乡
turulung,图鲁隆格乡
lazuri,拉祖里乡
vetiș,韦蒂什乡
santău,桑特乌乡
tauț,塔乌茨乡
repedea,雷佩代亚乡
hamcearca,哈姆恰尔卡乡
zădăreni,泽德雷尼乡
șimian,希米安乡
micula,米库拉乡
lumina,卢米纳乡
ghiroda,吉罗达乡
nădrag,讷德拉格乡
stănița,斯特尼察乡
târșolț,特尔绍尔茨乡
gârdani,格尔达尼乡
căpleni,克普莱尼乡
ususău,乌苏瑟乌乡
grumăzești,格鲁默泽什蒂乡
girov,吉罗夫乡
roșcani,罗什卡尼乡
pechea,佩凯亚乡
răucești,勒乌切什蒂乡
tătăruși,特特鲁希乡
săvinești,瑟维尼什蒂乡
terebești,泰雷贝什蒂乡
cămin,克明乡
călinești,克利内什蒂乡
ghencea,根恰
popricani,波普里卡尼乡
sirețel,锡雷采尔乡
fălciu,弗尔丘县
podoleni,波多莱尼乡
ghidigeni,吉迪杰尼乡
murighiol,穆里吉奥尔乡
ceatalchioi,恰塔尔基奥伊乡
mironeasa,米罗内亚萨乡
saligny,萨利格尼乡
petricani,佩特里卡尼乡
urecheni,乌雷凯尼乡
păstrăveni,珀斯特勒韦尼乡
stolniceniprăjescu,斯托尔尼切尼普勒热斯库乡
prisăcani,普里瑟卡尼乡
pângărați,彭格拉齐乡
pipirig,皮皮里格乡
gherăești,盖勒埃什蒂乡
cordun,科尔敦乡
icușești,伊库谢什蒂乡
dumești,杜梅什蒂乡
căuaș,克瓦什乡
copalnicmănăștur,科帕尔尼克默讷什图尔乡
pișcolt,皮什科尔特乡
pomi,波米乡
hălăucești,赫勒乌切什蒂乡
golăiești,戈勒耶什蒂乡
bălușeni,伯卢谢尼乡
ripiceni,里皮切尼乡
crucișor,克鲁西绍尔乡
cupșeni,库普谢尼乡
groși,格罗希乡
turț,图尔特
bălata,巴拉塔村
șilindia,希林迪亚乡
săcășeni,瑟克谢尼乡
pesac,佩萨克乡
oniceni,奥尼切尼乡
timișești,蒂米谢什蒂乡
brâncovenești,布伦科韦内什蒂乡
neaua,尼亚瓦乡
cernești,切尔内什蒂乡
acâș,阿克什乡
ardusat,阿尔杜萨特乡
coaș,夸什乡
botești,博泰什蒂乡
sâncrăieni,圣克勒耶尼乡
ghioroc,吉奥罗克乡
bivolari,比沃拉里乡
miroslovești,米罗斯洛韦什蒂乡
ceplenița,切普莱尼察乡
bălăbănești,伯勒伯内什蒂乡
fărcașa,弗尔卡沙乡
poplaca,波普拉卡乡
coroieni,科罗耶尼乡
ieud,耶乌德乡
piscu,皮斯库乡
plugari,普卢加里乡
todirești,托迪雷什蒂乡
nușfalău,努什法勒乌乡
sândominic,圣多米尼克乡
heleșteni,海莱什泰尼乡
butea,布泰亚乡
ciurea,丘雷亚乡
măgherani,默盖拉尼乡
ogra,奥格拉乡
iclănzel,伊克伦泽尔乡
cucerdea,库切尔代亚乡
toporu,托波鲁乡
schela,斯凯拉乡
răsuceni,勒苏切尼乡
băiuț,伯尤茨乡
berzasca,贝尔扎斯卡乡
felnac,费尔纳克乡
craidorolț,克赖多罗尔茨乡
ciortești,乔尔泰什蒂乡
bârnova,伯尔诺瓦乡
răuseni,勒乌塞尼乡
lețcani,莱茨卡尼乡
erbiceni,埃尔比切尼乡
blăjel,布勒热尔乡
solovăstru,索洛沃斯特鲁乡
suseni,苏塞尼乡
vărgata,沃尔加塔乡
andrieșeni,安德列谢尼乡
ipatele,伊帕泰莱乡
umbrărești,温布勒雷什蒂乡
gropnița,格罗普尼察乡
hudești,胡代什蒂乡
cristești,克里斯泰什蒂乡
cozmești,科兹梅什蒂乡
atid,阿提德
cotmeana,科特梅亚纳乡
lenauheim,莱瑙海姆乡
ciumești,丘梅什蒂乡
bulbucata,布尔布卡塔乡
crușeț,克鲁谢茨乡
joița,若伊察乡
oinacu,奥伊纳库乡
gostinari,戈斯蒂纳里乡
coteana,科泰亚纳乡
bârza,伯尔扎乡
văculești,沃库莱什蒂乡
costuleni,科斯图莱尼乡
frumușica,弗鲁穆希卡乡
grozești,格罗泽什蒂乡
stăuceni,斯特乌切尼乡
mărtiniș,默尔蒂尼什乡
șincai,欣卡伊乡
schitu,斯基图乡
voivodeni,沃伊沃代尼乡
comarna,科马尔纳乡
hotarele,霍塔雷莱乡
oboga,奥博加乡
izbiceni,伊兹比切尼乡
livezeni,利韦泽尼乡
vărșag,沃尔沙格乡
fărăgău,弗勒格乌乡
sâniob,瑟尼奥布乡
greaca,格雷亚卡乡
gogoșari,戈戈沙里乡
ghimpați,京帕齐乡
alunu,阿卢努乡
bichiș,比基什乡
feliceni,费利切尼乡
leliceni,莱利切尼乡
mârșa,马尔沙乡
buturugeni,布图鲁杰尼乡
ogrezeni,奥格雷泽尼乡
grădinari,格勒迪纳里乡
prefect,县长
găujani,格乌扎尼乡
gârcov,格尔科夫乡
cezieni,切济耶尼乡
singureni,辛古雷尼乡
bahnea,巴赫尼亚乡
sănduleni,森杜莱尼乡
ciohorăni,乔霍勒尼乡
herăști,海勒什蒂乡
milcoiu,米尔科尤乡
otelec,奥泰莱克乡
dealu,迪亚卢乡
adămuș,阿德穆什乡
ditrău,迪特勒乌乡
roșia,罗希亚乡
joseni,若塞尼乡
chețani,凯察尼乡
bogata,博加塔乡
bălăușeri,伯勒乌谢里乡
hodoșa,霍多沙乡
pănet,珀内特乡
zetea,泽泰亚乡
merești,梅雷什蒂乡
putineiu,普蒂内尤乡
căpreni,克普雷尼乡
găiseni,格伊塞尼乡
hodac,霍达克乡
aluniș,阿卢尼什乡
crăciunești,克勒丘内什蒂乡
suplac,苏普拉克乡
rășinari,勒希纳里乡
ulieș,乌列什乡
vețca,韦茨卡乡
șăulia,舍乌利亚乡
gurghiu,古尔吉乌乡
bălănești,伯勒内什蒂乡
vărăști,沃勒什蒂乡
berlești,贝尔莱什蒂乡
prundeni,普伦代尼乡
sânpaul,圣保罗乡
lovrin,洛夫林乡
moșna,莫什纳乡
merghindeal,梅尔京代亚尔乡
pogăceaua,波格恰瓦乡
ojdula,奥伊杜拉乡
periam,佩里亚姆乡
stânceni,斯滕切尼乡
petelea,佩泰莱亚乡
gănești,格内什蒂乡
romuli,罗穆利乡
țibana,齐巴纳乡
nocrich,诺克里克乡
dârlos,德尔洛斯乡
rușiimunți,鲁希蒙齐乡
lăzarea,勒扎雷亚乡
vurpăr,武尔珀尔乡
ilieni,伊利耶尼乡
păuleniciuc,珀乌莱尼丘克乡
cuci,库奇乡
cozma,科兹马乡
brădeni,布勒代尼乡
gălești,格莱什蒂乡
ratbv,布拉索夫公共交通
storojineț,斯托罗伊内茨县
băla,伯拉乡
păuca,珀乌卡乡
răstolița,勒斯托利察乡
hoghilag,霍吉拉格乡
bodoc,博多克乡
dănești,德内什蒂乡
ibănești,伊伯内什蒂乡
subcetate,苏布切塔泰乡
racu,拉库
brateiu,布拉泰尤乡
tușnad,图什纳德乡
ațintiș,阿钦蒂什乡
ocland,奥克兰德乡
praid,普拉伊德乡
frumoasa,弗鲁莫阿萨乡
hodod,霍多德乡
blejoi,布莱若伊乡
boghiș,博吉什乡
colți,科尔齐乡
dârmănești,德尔默内什蒂乡
corbeni,科尔贝尼乡
bogdand,博格丹德乡
drăgoiești,德勒戈耶什蒂乡
hășmaș,赫什马什乡
smeeni,斯梅埃尼乡
luncavița,隆卡维察乡
morteni,莫尔泰尼乡
bruiu,布鲁尤乡
vădeni,沃代尼乡
bucoșnița,布科什尼察乡
țepu,采普乡
bănișor,伯尼绍尔乡
buntești,本泰什蒂乡
gălăuțaș,格勒乌察什乡
buteni,布泰尼乡
glina,格利纳乡
cogealac,科贾拉克乡
coltău,科尔特乌乡
amzacea,安札切亚
aliman,阿利曼乡
gorban,戈尔班乡
grăniceri,格勒尼切里乡
band,班德乡
cotnari,科特纳里
costinești,科斯蒂内什蒂乡
dagâța,德格察乡
moneasa,莫内亚萨乡
variaș,瓦里亚什乡
ghilad,吉拉德乡
mica,米卡乡
darova,达罗瓦乡
ghindari,欣达里
crâmpoia,克伦波亚乡
băița,伯伊察乡
bănești,伯内什蒂
bărbătești,伯尔伯泰什蒂乡
curtea,库尔泰亚乡
vânătorineamț,沃讷托里尼亚姆茨乡
bălțați,伯尔察齐乡
chișlaz,基什拉兹乡
chirpăr,基尔珀尔乡
chiochiș,基奥基什乡
nufăru,努弗鲁乡
lechința,莱钦察乡
vinga,温加乡
laslea,拉斯莱亚乡
leșu,莱舒乡
odoreu,奥多雷乌乡
dioști,迪奥什蒂乡
spinuș,斯皮努什乡
pietroasa,彼得罗阿萨乡
eremitu,埃雷米图乡
ernei,埃尔内乡
oșorhei,奥绍尔海伊乡
jijila,日日拉乡
jugastru,犹加斯楚
tarcău,塔尔克乌乡
tămășeu,特默谢乌乡
tătărăști,特特勒什蒂乡
macea,马恰乡
prundu,普伦杜乡
măicănești,默伊克内什蒂乡
măgești,默杰什蒂乡
ceahlău,恰赫勒乌乡
plauru,普劳鲁
mădârjac,默德里亚克乡
carașova,卡拉绍瓦乡
călineștioaș,克利内什蒂瓦什乡
tulgheș,图尔盖什乡
tufeni,图费尼乡
cermei,切尔梅乡
topalu,托帕卢乡
cioroiași,乔罗亚希乡
tiream,蒂雷亚姆乡
balaci,伯勒奇乡
pișchia,皮什基亚乡
albota,阿尔博塔乡
almașu,阿尔马舒乡
beștepe,贝什泰佩乡
bilca,比尔卡乡
blejești,布莱热什蒂乡
blândești,布伦代什蒂乡
bujoreni,布若雷尼乡
bulzești,布尔泽什蒂乡
bumbeștipițic,本贝什蒂皮齐克乡
alimpești,阿林佩什蒂乡
adunațiicopăceni,阿杜纳齐科珀切尼乡
arcani,阿尔卡尼乡
arefu,阿雷富乡
arsura,阿尔苏拉乡
avrămeni,阿夫勒梅尼乡
bolboși,博尔博希乡
bolintindeal,博林廷迪亚尔乡
boroaia,博罗阿亚乡
borăscu,博勒斯库乡
bosanci,博桑奇乡
botoroaga,博托罗阿加乡
botoșana,博托沙纳乡
bonțida,邦齐达
bradu,布拉杜乡
bobicești,博比切什蒂乡
bogdănița,博格德尼察乡
boișoara,博伊什瓦拉乡
barcea,巴尔恰乡
bala,巴拉乡
beciu,贝丘乡
șag,沙格乡
șandra,尚德拉乡
șinteu,欣泰乌乡
brabova,布拉博瓦乡
bratovoești,布拉托沃埃什蒂乡
uivar,维瓦尔乡
șișești,希谢什蒂乡
bustuchin,布斯图钦乡
buzoești,布佐埃什蒂乡
bâlteni,伯尔泰尼乡
bălcăuți,伯尔克乌齐乡
bălești,伯莱什蒂乡
băcești,伯切什蒂乡
băișoara,拜伊什瓦拉
bălăceana,伯勒恰纳乡
bălteni,伯尔泰尼乡
bălțești,伯尔采什蒂乡
carpen,卡尔彭乡
beuca,贝乌卡乡
corcova,科尔科瓦乡
corbi,科尔比乡
cordăreni,科尔德雷尼乡
corlățel,科尔勒采尔乡
berchișești,贝尔希谢什蒂乡
berezeni,贝雷泽尼乡
berevoești,贝雷沃埃什蒂乡
berislăvești,贝里斯勒韦什蒂乡
băbăița,伯伯伊察乡
bârghiș,伯尔吉什乡
băbiciu,伯比丘乡
băcani,伯卡尼乡
ciocani,乔卡尼乡
ciofrângeni,乔夫伦杰尼乡
ciuchici,丘基奇乡
brodina,布罗迪纳乡
breznițamotru,布雷兹尼察莫特鲁乡
breznițaocol,布雷兹尼察奥科尔乡
celaru,切拉鲁乡
cernișoara,切尔尼什瓦拉乡
cervenia,切尔韦尼亚乡
cătunele,克图内莱乡
brânceni,布伦切尼乡
brâncoveni,布伦科韦尼乡
brădești,布勒代什蒂乡
bucinișu,布西尼舒乡
codăești,科德埃什蒂乡
concești,孔切什蒂乡
conțești,孔采什蒂乡
copăcele,科珀切莱乡
ferești,费雷什蒂乡
șoimi,绍伊米乡
rodna,罗德纳乡
călui,克卢伊乡
cărbunari,克尔布纳里乡
coșești,科谢什蒂乡
coșteiu,科什泰尤乡
coțușca,科楚什卡乡
crețești,克雷采什蒂乡
crângeni,克伦杰尼乡
crângu,克伦古乡
cujmir,库日米尔乡
cungrea,昆格雷亚乡
căbești,克贝什蒂乡
copălău,科珀勒乌乡
călmățuiu,克尔默楚尤乡
dragoslavele,德拉戈斯拉韦莱乡
doclin,多克林乡
domașnea,多马什内亚乡
didești,迪代什蒂乡
desa,代萨乡
deveselu,德韦塞卢
dimăcheni,迪默凯尼乡
dobrun,多布伦乡
dobârceni,多伯尔切尼乡
șuncuiuș,顺库尤什乡
forăști,福勒什蒂乡
epureni,埃普雷尼乡
drăguțești,德勒古采什蒂乡
ezeriș,埃泽里什乡
foltești,福尔泰什蒂乡
forotic,福罗蒂克乡
drăghiceni,德勒吉切尼乡
cârna,克尔纳乡
curtești,库尔泰什蒂乡
curtuișeni,库尔图伊谢尼乡
cârcea,克尔恰乡
grojdibodu,格罗伊迪博杜乡
archiș,阿尔基什乡
gratia,格拉蒂亚乡
gostavățu,戈斯塔瓦楚乡
grecești,格雷切什蒂乡
iablanița,亚布拉尼察乡
drănic,德勒尼克乡
dubova,杜博瓦乡
dănciulești,登丘莱什蒂乡
arcuș,阿尔库什乡
fruntișeni,弗伦蒂谢尼乡
chichiș,基基什乡
coșeiu,科谢尤乡
cristolț,克里斯托尔茨乡
curățele,库勒采莱乡
grădinile,格勒迪尼勒乡
giurgița,久尔吉察乡
halmășd,哈尔默什德乡
lupșa,卢普沙乡
mirșid,米尔希德乡
gropeni,格罗佩尼乡
ghindeni,京代尼乡
gilău,吉勒乌
giubega,久贝加乡
glăvile,格勒维莱乡
gogoșu,戈戈舒乡
goiești,戈耶什蒂乡
gorbănești,戈尔伯内什蒂乡
goruia,戈鲁亚乡
hlipiceni,赫利皮切尼乡
gălănești,格勒内什蒂乡
hinova,希诺瓦乡
sanislău,萨尼斯勒乌乡
finiș,菲尼什乡
frâncești,弗伦切什蒂乡
furculești,富尔库莱什蒂乡
satulung,萨图隆格乡
hârsești,赫尔塞什蒂乡
hârtiești,赫尔蒂耶什蒂乡
hârtop,赫尔托普乡
hălmagiu,赫尔马久乡
galicea,加利恰乡
secaș,塞卡什乡
fărcaș,弗尔卡什乡
făurești,弗乌雷什蒂乡
moldovița,摩尔多维察乡
mihălășeni,米赫勒谢尼乡
mitrofani,米特罗法尼乡
moldovasulița,摩尔多瓦苏利察乡
hoceni,霍切尼乡
horodniceni,霍罗德尼切尼乡
hurezani,胡雷扎尼乡
ilovăț,伊洛沃茨乡
islaz,伊斯拉兹乡
ivănești,伊沃内什蒂乡
izvoru,伊兹沃鲁乡
șamșud,沙姆舒德乡
șimișna,谢米什纳乡
șiria,希里亚乡
ghimpețeni,京佩采尼乡
ghelința,盖林察乡
izvoare,伊兹瓦雷乡
lița,利察乡
leordeni,莱奥尔代尼乡
licurici,利库里奇乡
lipovăț,利波沃茨乡
jupânești,茹珀内什蒂乡
leleasca,莱莱亚斯卡乡
laza,拉扎乡
leorda,莱奥尔达乡
hănești,赫内什蒂乡
hănțești,亨采什蒂乡
iana,亚纳乡
gușoeni,古绍埃尼乡
gârceni,格尔切尼乡
găgești,格杰什蒂乡
ilovița,伊洛维察乡
pardoși,帕尔多希乡
românași,罗马纳希乡
hulubești,胡卢贝什蒂乡
covurlui,考武鲁伊县
lozna,洛兹纳乡
moravița,摩拉维察乡
mozăceni,莫泽切尼乡
muereasca,穆埃雷亚斯卡乡
ișalnița,伊沙尔尼察乡
jiana,日亚纳乡
jorăști,若勒什蒂乡
sărmaș,瑟尔马什乡
șărmășag,舍尔默沙格乡
lupac,卢帕克乡
lăcusteni,勒库斯泰尼乡
marga,马尔加乡
micești,米切什蒂乡
miclești,米克莱什蒂乡
lăpușnicel,勒普什尼切尔乡
manoleasa,马诺莱亚萨乡
malovăț,马洛沃茨乡
marginea,马尔吉内亚乡
mateești,马泰埃什蒂乡
mavrodin,马夫罗丁乡
mehadica,梅哈迪卡乡
măldărești,默尔德雷什蒂乡
mălușteni,默卢什泰尼乡
olteni,奥尔泰尼乡
oporelu,奥波雷卢乡
orlea,奥尔莱亚乡
mușetești,穆谢泰什蒂乡
mârșani,马尔沙尼乡
mădulari,默杜拉里乡
mârzănești,默尔泽内什蒂乡
munteni,蒙泰尼乡
naidăș,奈德什乡
măstăcani,默斯特卡尼乡
mănăștiur,默讷什蒂乌尔乡
mătăsari,默特萨里乡
oșești,奥谢什蒂乡
panaci,帕纳奇乡
parva,帕尔瓦乡
pristol,普里斯托尔乡
prăjeni,普勒热尼乡
pușcași,普什卡希乡
săuca,瑟乌卡乡
poienisolca,波耶尼索尔卡乡
mălini,默利尼乡
poienești,波耶内什蒂乡
podeni,波代尼乡
țețchea,采茨凯亚乡
nenciulești,嫩丘莱什蒂乡
niculițel,尼库利采尔乡
năsturelu,讷斯图雷卢乡
nițchidorf,蒂米什县
obârșia,奥伯尔希亚乡
scobinți,斯科宾齐乡
roseți,罗塞齐乡
rotunda,罗通达乡
plopșoru,普洛普绍鲁乡
pochidia,波基迪亚乡
podari,波达里乡
poeni,波埃尼乡
ramna,拉姆纳乡
rebricea,雷布里恰乡
râca,勒卡乡
păltiniș,珀尔蒂尼什乡
racșa,拉克沙乡
radovan,拉多万乡
sprâncenata,斯普伦切纳塔乡
siminicea,锡米尼恰乡
slivilești,斯利维莱什蒂乡
pielești,皮耶莱什蒂乡
pleșoiu,普莱绍尤乡
plopiislăvitești,普洛皮斯勒维泰什蒂乡
olanu,奥拉努乡
pojejena,波耶耶纳乡
pojorâta,波若勒塔乡
pomârla,波默尔拉乡
polovragi,波洛夫拉吉乡
parța,帕尔察乡
peretu,佩雷图乡
perieni,佩列尼乡
perișor,佩里绍尔乡
rociu,罗丘乡
roma,罗马乡
români,罗默尼乡
straja,斯特拉扎乡
stoina,斯托伊纳乡
stolnici,斯托尔尼奇乡
studina,斯图迪纳乡
scundu,斯昆杜乡
scoarța,斯夸尔察乡
seaca,塞亚卡乡
rădăuțiprut,勒德乌齐普鲁特乡
ostra,奥斯特拉乡
ostroveni,奥斯特罗韦尼乡
sălățig,瑟勒齐格乡
răchiți,勒基齐乡
răcășdia,勒克什迪亚乡
oteșani,奥泰沙尼乡
paltin,帕尔廷乡
teasc,泰亚斯克乡
teiu,泰尤乡
telești,泰莱什蒂乡
slimnic,斯利姆尼克乡
scăești,斯克埃什蒂乡
slatinatimiș,斯拉蒂纳蒂米什乡
predești,普雷代什蒂乡
prigoria,普里戈里亚乡
priboieni,普里博耶尼乡
priseaca,普里塞亚卡乡
spineni,斯皮内尼乡
stejari,斯泰扎里乡
spulber,斯普尔贝尔乡
sadova,萨多瓦乡
saelele,萨埃莱莱乡
sacu,萨库乡
stulpicani,斯图尔皮卡尼乡
stănilești,斯特尼莱什蒂乡
suceveni,苏切韦尼乡
turcinești,图尔西内什蒂乡
turburea,图尔布雷亚
tâmna,特姆纳乡
troianul,特罗亚努尔乡
suharău,苏哈勒乌乡
suhurlui,苏胡尔卢伊乡
sulița,苏利察乡
teregova,泰雷戈瓦乡
tigveni,蒂格韦尼乡
todireni,托迪雷尼乡
tălpaș,特尔帕什乡
udaclocociov,乌达克洛科乔夫乡
udești,乌代什蒂乡
ulma,乌尔马乡
urzica,乌尔济卡乡
romtehnica,罗姆特尼察
șuici,舒伊奇乡
știuca,什蒂乌卡乡
vutcani,武特卡尼乡
vărădia,沃勒迪亚乡
zorleni,佐尔莱尼乡
zăpodeni,泽波代尼乡
întorsura,恩托尔苏拉乡
șendreni,申德雷尼乡
vela,韦拉乡
verești,韦雷什蒂乡
tăcuta,特库塔乡
socol,索科尔乡
unțeni,温采尼乡
vaideeni,瓦伊代埃尼乡
topleț,托普莱茨乡
topana,托帕纳乡
tomnatic,托姆纳蒂克乡
vitănești,维特内什蒂乡
sârbeni,瑟尔贝尼乡
săcelu,瑟切卢乡
săulești,瑟乌莱什蒂乡
vorona,沃罗纳乡
vlăsinești,弗勒西内什蒂乡
voloiac,沃洛亚克乡
vorniceni,沃尔尼切尼乡
coșna,科什纳乡
dornești,多尔内什蒂乡
crișeni,克里谢尼乡
cuzăplac,库泽普拉克乡
zamostea,扎莫斯泰亚乡
zâmbreasca,曾布雷亚斯卡乡
zvoriștea,兹沃里什泰亚乡
dragu,德拉古乡
gâlgău,格尔格乌乡
gârbou,格尔博乌乡
hida,希达乡
bulz,布尔兹乡
cetariu,切塔里乌乡
gepiu,杰皮乌乡
plopiș,普洛皮什乡
sâg,瑟格乡
jina,伊纳乡
sadu,萨杜乡
pătrăuți,珀特勒乌齐乡
preutești,普雷乌泰什蒂乡
putna,普特纳乡
marca,马尔卡乡
năpradea,讷普拉代亚乡
pericei,佩里切伊乡
dersca,代尔斯卡乡
rafaila,拉法伊拉乡
surduc,苏尔杜克乡
treznea,特雷兹内亚乡
vârșolț,沃尔索尔茨乡
zalha,扎尔哈乡
zimbor,津博尔乡
alma,阿尔马乡
boița,博伊察乡
rădășeni,勒德谢尼乡
râșca,勒什卡乡
sucevița,苏切维察乡
șcheia,什凯亚乡
grămești,格勒梅什蒂乡
șerbăuți,谢尔伯乌齐乡
frumosu,弗鲁莫苏乡
ipotești,伊波泰什蒂乡
grănicești,格勒尼切什蒂乡
iacobeni,雅各贝尼乡
iaslovăț,亚斯洛沃茨乡
ilișești,伊利谢什蒂乡
porumbeni,波伦贝尼乡
voitinel,沃伊蒂内尔乡
volovăț,沃洛沃茨乡
bogdana,博格达纳乡
bujoru,布若鲁乡
buzescu,布泽斯库乡
cricău,克里克乌乡
doljești,多列什蒂乡
piatra,皮亚特拉乡
ileanda,伊良达乡
ip,伊普乡
letca,莱特卡乡
drăcșenei,德勒克谢内乡
moșteni,莫什泰尼乡
necșești,内克谢什蒂乡
gohor,戈霍尔乡
sânger,圣杰尔乡
vinderei,温代雷乡
plosca,普洛斯卡乡
poroschia,波罗斯基亚乡
purani,普拉尼乡
cerubăcăinți,切鲁伯克齐乡
ciugud,丘古德乡
stroiești,斯特罗耶什蒂乡
cefa,切法乡
ceica,切伊卡乡
boteni,博泰尼乡
ciuperceni,丘佩尔切尼乡
crevenicu,克雷韦尼库乡
dracea,德拉恰乡
cudalbi,库达尔比乡
cazasu,卡扎苏乡
smulți,斯穆尔齐乡
câmpani,肯帕尼乡
căpâlna,克珀尔纳乡
ghindăoani,京德瓦尼乡
cărpinet,克尔皮内特乡
bucium,布丘姆乡
pogana,波加纳乡
hopârta,霍珀尔塔乡
horea,霍雷亚乡
păltinoasa,珀尔蒂诺阿萨乡
mușenița,穆谢尼察乡
suraia,苏拉亚乡
copăceni,科珀塞尼乡
solești,索莱什蒂乡
vetrișoaia,韦特里什瓦亚乡
tătărăni,鞑靼勒尼乡
tutova,图托瓦
havârna,哈沃尔纳乡
ștorobăneasa,什托罗伯内亚萨乡
sfințești,斯芬采什蒂乡
smârdioasa,斯马尔迪瓦萨乡
suhaia,苏哈亚乡
fibiș,菲比什乡
cârlibaba,克尔利巴巴乡
vârciorog,沃尔乔罗格乡
burla,布尔拉乡
calafindești,卡拉芬代什蒂乡
tulca,图尔卡乡
toboliu,托博利乌乡
răsmirești,勒斯米雷什蒂乡
săceni,瑟切尼乡
scrioaștea,斯克里瓦什泰亚乡
segarceavale,塞加尔恰瓦莱乡
săliștea,瑟利什泰亚乡
șirineasa,希里内亚萨乡
șușani,舒沙尼乡
tetoiu,泰托尤乡
ohaba,奥哈巴乡
zătreni,泽特雷尼乡
gologanu,戈洛加努乡
răstoaca,勒斯托阿卡乡
mașloc,马什洛克乡
orțișoara,奥尔齐什瓦拉乡
pădureni,珀杜雷尼乡
trivaleamoșteni,特里瓦莱亚莫什泰尼乡
ciuruleasa,丘鲁莱亚萨乡
cut,库特乡
cherechiu,凯雷基乌乡
măldăeni,默尔德埃尼乡
țigănești,齐格内什蒂乡
daia,达亚乡
dângeni,登杰尼乡
mileanca,米良卡乡
slătioara,斯勒蒂瓦拉乡
crețeni,克雷采尼乡
ghioroiu,吉奥罗尤乡
pesceana,佩斯恰纳乡
caraula,卡拉乌拉乡
gighera,吉盖拉乡
țuglui,楚格卢伊乡
șendriceni,申德里切尼乡
dognecea,多格内恰乡
zăvoi,泽沃伊乡
șpring,什普林乡
șugag,舒加格乡
mirăslău,米勒斯勒乌乡
mogoș,莫戈什乡
noșlac,诺什拉克乡
ocoliș,奥科利什乡
apateu,阿帕泰乌乡
nămoloasa,纳莫罗阿萨
coroiești,科罗耶什蒂乡
delești,代莱什蒂乡
gherghești,盖尔盖什蒂乡
sohodol,索霍多尔乡
stremț,斯特雷姆茨乡
ighiu,伊吉乌乡
întregalde,恩特雷加尔代乡
jidvei,日德韦乡
oltenești,奥尔泰尼什蒂乡
pogonești,波戈内什蒂乡
pungești,蓬杰什蒂乡
dâmbovicioara,登博维奇瓦拉乡
vladimirescu,弗拉迪米雷斯库乡
băbana,伯巴纳乡
bârla,伯尔拉乡
căteasca,克泰亚斯卡乡
lăzăreni,勒泽雷尼乡
săsciori,瑟斯乔里乡
sâncel,圣切尔乡
tarcea,塔尔恰乡
tărcaia,特尔卡亚乡
tăuteu,特乌泰乌乡
tileagd,蒂莱亚格德乡
gârbova,格尔博瓦乡
doștat,多什塔特乡
fărău,弗勒乌乡
nojorid,诺若里德乡
olcea,奥尔恰乡
pocola,波科拉乡
sălacea,瑟拉恰乡
sălard,瑟拉尔德乡
sâmbăta,森伯塔乡
meteș,梅泰什乡
mihalț,米哈尔茨乡
derna,代尔纳乡
diosig,迪奥西格乡
holod,霍洛德乡
săcădat,瑟克达特乡
pomezeu,波梅泽乌乡
răbăgani,勒伯加尼乡
rieni,列尼乡
știubieni,什蒂乌别尼乡
tazlău,塔兹勒乌乡
creaca,克雷亚卡乡
hereclean,海雷克良乡
laloșu,拉洛舒乡
hilișeuhoria,希利谢乌霍里亚乡
mitoc,米托克乡
nicșeni,尼克谢尼乡
gioseni,吉奥塞尼乡
balc,巴尔克乡
ciumeghiu,丘梅吉乌乡
copăcel,科珀切尔乡
merișani,梅里沙尼乡
oarja,瓦里亚乡
rătești,勒泰什蒂乡
rimetea,里梅泰亚乡
mădăras,默德拉斯乡
fârliug,弗尔柳格乡
glimboca,格林博卡乡
măureni,默乌雷尼乡
țigănași,齐格纳希乡
benesat,贝内萨特乡
chieșd,基耶什德乡
tinca,廷卡乡
coșbuc,科什布克乡
rebra,雷布拉乡
stâlpu,斯特尔普乡
trușești,特鲁谢什蒂乡
budila,布迪拉乡
glodeanusiliștea,格洛代亚努锡利什泰亚乡
coșula,科舒拉乡
cristinești,克里斯蒂内什蒂乡
durnești,杜尔内什蒂乡
căscioarele,克斯乔阿雷莱乡
chirnogi,基尔诺吉乡
chiselet,基塞莱特乡
crivăț,克里沃茨
mehadia,梅哈迪亚乡
prigor,普里戈尔乡
sichevița,锡凯维察乡
rucăr,鲁克尔乡
ciudanovița,丘达诺维察乡
cornereva,科尔内雷瓦乡
coronini,科罗尼尼乡
salva,萨尔瓦乡
broscăuți,布罗斯克乌齐乡
corlăteni,科尔勒泰尼乡
apahida,阿帕希达
lemnia,莱姆尼亚乡
micfalău,米克法勒乌乡
ozun,奥尊乡
văliug,沃利乌格乡
vermeș,韦尔梅什乡
vrani,弗拉尼乡
feleacu,费莱阿库山
barcani,巴尔卡尼乡
surani,苏拉尼乡
comandău,科曼德乌乡
dobârlău,多伯尔勒乌乡
