lionel,利昂内尔
kledi,克莱迪
kadiu,卡迪乌
colagrande,科拉格兰蒂
benaglia,贝纳利亚
jalongo,贾朗
agosti,阿戈斯蒂
bigagli,比加利
bortoluzzi,博尔托卢齐
baroni,巴罗尼
adelizzi,阿代利齐
bosi,博西
mays,梅斯
campiotti,卡姆皮奥迪
turco,图尔科
azzolini,阿佐利尼
loik,洛伊克
carreño,哥林保
forconi,福科尼
brandimarte,布兰迪马特
petris,佩特里斯
ceirano,切伊拉诺
barducci,巴杜奇
bettinelli,贝蒂内利
giannino,吉安妮诺
bertorelli,贝托雷利
bersellini,贝尔塞里尼
quaranta,夸兰塔
ricucci,里奇
ferrio,费瑞欧
buffardi,布法迪
rocchetti,罗彻缇
cloutier,克鲁蒂埃
fiorani,菲奥里尼
ballista,巴利斯塔
amirante,阿米兰特
elide,埃尔德
tubert,图伯特
lavazza,拉瓦萨
zamagni,扎马尼
pappalardo,帕帕拉尔多
suvich,苏维奇
lucisano,卢西萨诺
gigio,吉乔
alberti,阿尔贝蒂
briaschi,布里亚斯基
zipoli,兹波里
margareth,玛格丽特
obexer,奥伯瑟
margie,玛奇
kinsky,金斯基
signoretti,西诺勒提
gaspare,加斯帕雷
costella,科斯特拉
schifano,希法诺
oliviero,奥利维罗
gaja,加亚
vagnozzi,瓦尼奥齐
limido,里米多
giotto,乔托
bizzarrini,比扎里尼
mariuzzo,马里乌佐
alborghetti,阿尔博盖蒂
gremoli,格雷莫利
imperoli,因佩里奥利
stegani,斯蒂加尼
tiddia,蒂迪亚
vulpiani,乌尔皮亚尼
craveri,克拉韦里
gregory,古格里
car,卡尔
gioni,吉奥尼
stellone,斯泰洛内
paganin,帕加宁
marracash,马拉卡什
mazzucco,马祖可
valter,怀德
maggi,马希
florio,弗洛里奥
moavero,莫阿韦罗
milanesi,米兰尼斯
scanavino,斯卡纳维诺
bonuglia,博奴亚
calvesi,凯尔维斯
bedoli,贝多利
fois,福伊斯
zerbini,泽尔比尼
sanna,桑纳
felisatti,费利萨蒂
gaudioso,高迪奥索
cadé,卡德
binelli,比内利
stracciari,斯特拉恰里
arieti,阿瑞提
vigiani,维贾尼
gaudino,高第诺
covacich,科瓦西奇
meacci,梅奇
santesso,桑特索
battiferri,巴蒂费里
tiribilli,蒂里比利
lotar,海德曼
bossini,博西尼
cagni,卡尼
zacchiroli,扎基罗利
fiorello,费奥雷罗
bonicelli,博尼切利
comin,柯敏
scandiffio,斯坎迪菲奥
padovano,帕多瓦诺
mosè,梅瑟
marcia,马西亚
lanna,拉纳
tobia,托比亚
franzelli,弗兰泽利
jack,杰克
dragna,卓格纳
mário,玛略
papadopulo,帕帕多普洛
natalino,纳塔利诺
pescarolo,佩斯卡罗洛
urbinati,乌尔比纳蒂
ledda,凌达
romani,罗马尼
sulfaro,苏法罗
vari,瓦里
bontate,邦塔德
scaramuzza,斯卡拉穆扎
varone,瓦罗内
infascelli,因法斯塞利
pazzagli,帕扎利
fofi,佛菲
nick,尼克
nostro,诺斯特
gerardo,吉拉
pierro,皮耶罗
cascio,卡西欧
samale,萨马莱
colciago,科尔西亚戈
ignacio,伊赫纳西奥
scocco,斯科科
missoni,米逊里
mezzanotte,梅扎诺特
ginevra,吉内芙拉
valiani,瓦利亚尼
cattarinich,卡塔里尼奇
hilton,希尔顿
silverio,西尔维斯特
ippoliti,伊波利蒂
ludovica,卢多维卡
annichiarico,安尼切尔科
ciani,西亚尼
carrisi,卡瑞西
bastianoni,巴斯蒂安尼
branco,布兰科
fuscagni,福斯卡尼
ninni,安东尼奥
bruschetta,布鲁斯凯塔
camplone,坎普洛内
prete,布伦特
lomi,洛米
barbucci,巴布奇
philip,菲利普
tattaglia,塔塔基利亚
cardillo,卡尔迪罗
nicolangelo,尼科朗杰洛
baldanello,巴尔达内洛
schwarz,须瓦兹
manni,曼尼
grifi,格里菲
berel,贝雷尔
lobina,洛比纳
regnoli,雷格诺利
golisano,戈里萨诺
rognoni,罗尼奥尼
mirò,米尔
bordi,博尔迪
dellera,德莱拉
lippo,利波
dalmasio,达尔马西奥
marchi,马尔基
cecco,塞科
ubaldi,波第
louis,鲁多维科
dorigny,多里尼
quaroni,冠罗尼
ventzislav,文齐斯拉夫
marchesi,马凯西
marotta,马罗塔
alessi,艾希列
vinciguerra,文西格拉
parkinson,帕金森
alajmo,阿拉杰莫
jimmy,吉米
fratianno,弗拉蒂安诺
banditelli,班迪特利
reja,雷亚
incerti,因赛尔迪
creti,克雷蒂
falorni,法洛尼
zamparini,赞帕里尼
civirani,奇维拉尼
colangeli,科兰杰利
canè,卡内
altarelli,阿塔雷利
rolla,萝拉
sibaldi,西巴尔迪
pappi,帕皮
corsicato,科西嘉托
fiandino,菲安迪诺
ferranti,费兰蒂
laudec,洛德
schicchi,斯基基
malatesta,马拉泰斯塔
nori,诺伊
moffa,莫法
moscardelli,莫斯卡尔德利
dall'oglio,达洛利奥
vegetti,韦吉蒂
seganti,塞甘蒂
colle,科莱
lello,雷奥
sarchielli,萨奇艾里
bobbi,博比
campanile,康巴尼勒
jones,琼斯
inconis,因科尼斯
selen,塞伦
delli,戴笠
colli,寇利
barazzutti,巴拉祖蒂
ceccato,切卡托
dessì,德西
ghirardi,吉拉尔迪
piersanti,皮耶尔桑蒂
bonzi,邦奇
silvestrin,西尔韦斯特林
ermenegildo,吉尔多
dolci,道尔奇
marchei,马切伊
cristaldi,克里斯塔尔迪
ingroia,英格罗娅
bottaccioli,博塔乔利
gillet,吉莱特
scattini,史卡蒂尼
teobaldo,特奥巴尔多
depetrini,德佩特里尼
balestrero,巴莱斯特雷罗
ferroni,费罗尼
kolosimo,科洛西莫
manfredo,曼弗雷多
tafuri,塔夫里
secondo,塞康多
campini,卡皮尼
fra,法拉
néstor,内斯托尔
viatri,比亚特里
ania,安雅
pieroni,佩罗尼
barassi,巴拉西
gay,盖伊
bonfadelli,邦法德利
tebaldo,提伯尔特
caberto,卡贝尔托
conelli,科内利
pierbattista,伯铎
pizzaballa,皮扎巴拉
perrusi,佩吕
ammendola,阿门多拉
matteis,麦缇斯
rusconi,鲁斯科尼
reale,雷亚莱
furlan,福兰
trussardi,特鲁萨尔迪
molella,莫雷利亚
dazzi,达莉齐
tiziana,蒂齐亚娜
lodato,罗达托
vuolo,沃洛
pizzi,彼基
cannella,卡内拉
tovoli,都沃里
caparrini,卡帕里尼
pillitteri,皮利特里
siligardi,西里加迪
vidali,维达利
tonolo,托诺洛
vittorelli,托维雷利
scaccianoce,斯卡克恰诺斯
caso,卡索
mongiardino,蒙吉亚迪诺
cagnacci,卡尼亚齐
abdoulaye,阿卜杜莱
bamba,邦巴
castorina,卡斯托里纳
giammaria,贾玛里亚
mertes,莫特斯
dhany,达尼
campanella,坎帕内拉
cavazzoni,卡瓦佐尼
sartoris,萨托里斯
albert,阿尔贝托
one,卡尔帕尼
chiantoni,基安托尼
lupi,卢皮
guerrino,格里诺
ughetto,乌盖托
bertucci,贝尔图奇
piva,皮瓦
zaccaria,扎卡里亚
cometti,科梅蒂
silvestro,希尔维斯特罗
bergamin,贝尔加明
metz,梅茨
rodeghiero,罗德基埃罗
leoni,里安尼
concina,孔契纳
marciani,马尔恰尼
grasso,格拉索
america,阿美莉嘉
olivo,奥利沃
cesareo,切萨雷奥
peccei,佩奇
belicchi,贝利奇
cellini,切利尼
cordaz,科尔达兹
barbato,巴尔巴托
cordova,科多瓦
viani,维亚尼
cantafora,坎塔福拉
held,霍尔德
guerrieri,圭列里
lotito,洛蒂托
ceravolo,切拉瓦罗
soncin,松钦
barbagallo,巴尔巴加洛
tatò,托托
pianigiani,帕亚加尼
ephrikian,埃弗里基安
soavi,索伊
kuveiller,库韦伊莱尔
lugiato,卢贾托
gamna,加姆纳
labella,拉德拉
lampugnani,兰帕格纳尼
vignoni,维尼奥尼
dobbins,多宾斯
sisti,西斯蒂
latella,拉泰拉
d'achille,达基莱
odoacre,奥多亚克雷
chierico,基耶里科
bastianini,巴斯蒂安尼尼
doriano,多里亚诺
romboni,隆博尼
cornacchini,科纳奇尼
galbiati,加尔比亚蒂
motti,莫蒂
chiarugi,基阿鲁吉
percassi,卢加利
gnone,格诺娜
brizzi,布里齐
piera,皮拉
degli,德格利
esposti,埃斯波斯蒂
fisher,费雪
raggio,拉焦
cioffi,乔菲
zareschi,扎雷斯基
ascanio,阿斯卡尼奥
celestini,切莱斯蒂尼
geppi,杰皮
cucciari,库奇阿里
carniti,卡尼蒂
harry,哈里
bertoia,贝尔托亚
celso,塞尔索
canepa,卡妮帕
soddu,索杜
cingolani,辛戈拉尼
magnolfi,马尼奥尔菲
almondo,阿尔蒙多
emiliani,埃米利安尼
badaloni,巴达洛尼
continenza,康泰恩萨
michelini,米凯利尼
brunetta,布鲁内塔
frusci,弗鲁西
marcuzzi,马库奇
marcorè,马可利
fasana,法莎娜
miccio,米西奥
robin's,罗宾
mogol,莫哥
platé,普拉特
jeffrey,杰佛瑞
jey,杰
esmeralda,斯梅拉达
pivetti,皮维蒂
pertusi,卜图斯
mondonico,蒙多尼科
medioli,梅迪奥里
maya,玛雅
sansa,桑萨
caetani,凯塔尼
sabatino,萨巴提诺
lopez,洛佩兹
gracis,格雷西斯
madè,梅德
band,乐队
tredozi,特雷多齐
scorza,斯科尔扎
elmi,艾米
alceo,阿尔西奥
rongione,罗吉恩
magherini,马赫里尼
saccà,萨卡
olimpia,奥林匹娅
carlisi,卡尔立斯
fiorini,菲奥里尼
palmas,帕尔马斯
bennato,本纳托
fascetti,法塞蒂
onorato,奥诺拉托
damen,达门
roversi,罗维尔西
aisha,艾莎
ambrassa,安布拉萨
goetz,戈茨
ragghianti,拉吉迪
albertino,阿尔贝蒂诺
graziosi,格拉齐奥西
mangani,曼加尼
gianandrea,詹安德烈
noseda,诺塞达
paratici,柏拉迪治
casardi,卡萨尔迪
carlos,卡洛斯
holguín,奥尔古因
recano,雷卡诺
cardone,卡多恩
cavallone,卡弗隆
perrier,佩里尔
scianna,希安纳
sassanelli,萨萨内利
pierrealain,皮埃尔阿兰
meier,迈耶
petra,佩特拉
carl,卡尔
marzani,马札尼
tersigni,特尔西尼
mangini,曼基尼
sperduti,斯珀杜蒂
feriana,费里亚娜
ferraguzzi,费拉古齐
maietta,梅埃塔
tiberi,提贝帝
torlonia,托隆尼亚
tulli,图里
cairo,凯罗
merz,默茨
mezzapesa,梅萨佩萨
stasio,斯塔西奥
regina,里贾纳
orioli,奥里奥利
morgana,莫甘娜
barela,贝儿拉
giachetti,格拉切蒂
testasecca,特施塔西卡
tyrone,泰龙
grant,格兰特
casimirri,卡西米里
maccone,梅肯
garavello,盖瑞法拉
petrone,佩特罗内
flachi,弗拉基
puglielli,普利亚利
pasinetti,帕西内蒂
cancellotti,坎切洛蒂
bertallot,贝尔塔洛特
wetzl,韦茨尔
quondamcarlo,孔达姆卡洛
tisci,提西
braga,布拉加
farolfi,法罗菲
tilgher,蒂尔格尔
matano,马塔诺
luttazzi,鲁塔兹
barozzi,巴罗齐
musumarra,穆苏马拉
maresco,马雷斯卡
adinolfi,阿迪诺菲
dell'otto,德托
d'alberto,达
rocaspana,阿尔贝托
simmonds,西蒙兹
audetto,奥德托
sironi,西罗尼
procacci,伯加齐
bastianich,巴斯天尼
dirce,迪尔切
funari,富纳里
vismara,维斯马拉
santa,圣诞老人
scorese,桑切斯
romaldo,罗马尔多
giurgola,吉戈拉
elda,艾尔达
bernabucci,伯纳比奇
romoli,洛莫里
edvige,艾德薇吉
nasca,纳斯卡
covelli,科维利
cannavacciuolo,卡纳瓦克修罗
giambattista,詹巴蒂斯塔
ciardo,查纳多
ziveri,吉福利
papa,帕帕
alcide,阿尔西德
nava,纳瓦
epaminonda,伊巴密浓达
noschese,隆歇热
alina,阿丽娜
marazzi,玛拉兹
venucci,维努奇
saponangelo,萨波南杰洛
javicoli,亚维科利
ciardi,西亚尔迪
biscardi,比斯卡迪
liskova,丽斯科娃
brovarone,布罗瓦隆
galeone,加莱奥内
coltellacci,科尔泰拉奇
marengoni,马伦戈尼
armentano,阿门塔诺
forese,福雷塞
amerigo,埃默里戈
fontani,丰塔尼
massasso,马萨索
matacena,马塔切纳
carminati,卡米纳蒂
fangareggi,方盖勒季
nicotra,尼科达
sangiorgi,圣乔治
pampaloni,潘巴洛尼
casillo,卡西略
agnello,阿涅洛
minniti,闵尼堤
ciancimino,西安奇诺
paradisi,派达斯
sorino,索里诺
bosca,博斯卡
glauco,格劳科
vanz,范兹
anchise,安奇塞斯
alinovi,阿利诺维
ascolese,阿斯科雷斯
azzarito,阿兹扎里托
epifani,埃皮法尼
tarantola,塔兰拉
aniello,阿涅洛
crosetto,克罗塞托
campori,坎波里
aleardo,阿利尔多
ward,沃德
kravos,克拉沃斯
gubitosi,古比托西
manzotti,曼佐蒂
ammirati,阿美拉蒂
anni,安妮
foglietta,福列塔
ierse,埃尔斯
magnone,玛格侬
faiella,费埃拉
favella,法维拉
ferruzzo,费鲁佐
pettinelli,佩蒂内利
bellato,贝拉托
bonel,波内尔
manera,马内拉
farri,法里
gattinoni,加蒂诺尼
grazioli,格拉齐奥利
alibrandi,阿里布兰迪
ada,艾妲
bettiol,贝蒂奥尔
calza,卡萨
adelaide,阿德莱德
aste,阿斯特
bordoni,博多尼
fraizzoli,弗莱佐利
fenoglio,费诺利奥
adelio,阿德利奥
foti,福蒂
cucinelli,库奇内利
bressanello,布雷萨内洛
montovoli,蒙托沃利
rigotti,里戈蒂
henriet,昂里耶
annio,安尼奥
bignardi,比尼亚尔迪
volpe,沃尔普
d'ambrosi,丹布罗西
sormani,索尔马尼
annamaria,安娜玛利亚
braidotti,布雷多蒂
frara,弗拉拉
fersen,斐森
pittorino,皮托里诺
libretti,利布雷蒂
mosetti,莫塞蒂
porporati,波波拉帝
falqui,法尔奎
aguzzi,阿古齐
governale,戈瓦纳莱
purgatori,珀盖特里
fortuna,福图纳
roncato,龙卡多
scanzi,斯坎齐
claisse,克莱斯
morroni,莫罗尼
d'errico,德埃里克
iuorio,伊沃里奥
sampaoli,森柏奥利
palombi,帕隆比
parronchi,帕龙奇
quarta,夸塔
roja,罗亚
baraldi,巴拉迪
brusa,布鲁萨
luana,卢安娜
cavagna,卡瓦尼亚
paiola,帕约拉
melillo,梅利洛
allocca,阿洛卡
chierici,基耶利奇
andrisani,安德里萨尼
vannucchi,万努奇
paravicini,帕拉维西尼
bagliani,巴利亚尼
léo,里奥
convertini,康提尼
nirta,尼尔塔
berto,贝图
petrocelli,佩特罗切利
rizzolo,里佐洛
bettina,贝蒂娜
cavallari,卡瓦拉里
centa,森塔
salamano,沙拉曼奥
dall'orto,达托
nazzaro,纳扎罗
imma,伊玛
colonnello,科隆内洛
sarah,莎拉
felberbaum,菲尔伯鲍姆
siciliano,西西利亚诺
tamberlani,坦贝拉尼
biancamaria,比安卡马里亚
frabotta,弗拉伯塔
gerardi,杰拉尔迪
dorigo,杜利高
vidusso,维杜索
pitzorno,皮佐尔诺
giosa,乔萨
blas,布拉斯
rocarey,罗卡雷伊
sabiu,萨比乌
cicogna,西科尼亚
blasco,布拉斯科
vincenti,文森蒂
iossetti,乔瑟蒂
marinangeli,马里纳安热利
messeri,梅塞里
biancheri,比安凯里
zequila,泽奎拉
miti,米蒂
natoli,纳托利
barravecchia,巴拉韦基
galati,加拉蒂
landolfi,兰道飞
ariadna,阿里亚德娜
brigitta,布里吉塔
dell'arti,德尔加提
conchita,孔奇塔
razza,拉扎
migliari,米利亚里
balivo,巴利沃
cochi,科奇
ponzoni,庞佐尼
bartoletti,巴尔托莱蒂
stagnaro,斯塔尼亚罗
orrico,奥里科
pani,帕尼
marzia,玛齐亚
formigli,福尔米利
deregibus,德雷吉布斯
gaipa,加帕
susani,苏尼
verdelli,维尔德利
corazzari,科拉扎里
perla,佩尔纳
liberatori,利伯拉托里
carmo,卡尔默
vecchia,维奇亚
castellina,卡斯特利纳
micheli,米凯利
ceccobelli,且可见黎
roi,罗伊
cinardi,西纳尔迪
bortoli,博尔托利
cosima,科斯马
coppola,科波拉
alemà,阿莱马
onisto,欧尼斯托
radaelli,拉达利
parassole,帕拉索莱
sciarra,席亚拉
casalis,卡萨利斯
palazzoni,帕拉佐尼
arpad,阿帕德
riso,里索
ribon,瑞邦
barsacchi,巴尔萨奇
sabre,萨贝
manzella,曼泽拉
breschi,布雷希
quatriglio,奎特里格奥
malgioglio,马吉奥戈里奥
reghini,雷基尼
tognolini,托尼奥利尼
pallavicino,帕拉维奇尼
brunori,布鲁诺里
sas,萨斯
dj,迪盖
militello,米利泰洛
frugoni,弗鲁戈尼
diletta,迪勒塔
d'andrea,安德雷亚
bugo,布戈
baschetti,巴斯凯蒂
plevani,普列瓦尼
astutillo,阿斯图蒂洛
calibi,卡利比
raznovich,拉兹诺维奇
zambrini,赞布里尼
checco,切科
zalone,萨隆
cheope,胡佩
rasini,拉西尼
pacelli,帕切利
santiago,圣地亚哥
divino,迪韦诺
otelma,奥泰尔马
callisto,卡利斯托
cosulich,科苏里奇
wlady,弗拉迪
iansante,伊恩桑特
dane,丹恩
diliegro,狄利埃格罗
dania,达尼亚
cericola,塞里科拉
giardina,贾尔迪纳
cini,西尼
christiane,克里斯汀
filangieri,费朗杰利
fava,法瓦
fazzolari,法齐佐拉里
capitan,卢卡
ventosa,卡索尔
agusta,奥古斯塔
milli,米利
centamore,半塔莫尔
megni,梅格尼
piazza,皮耶萨
brait,布雷特
vangelista,万热莉斯塔
bomoll,波姆勒
bosone,波索涅
carletto,卡洛
sposito,史波席托
scarlatti,斯卡拉蒂
turati,图拉蒂
roccaforte,罗卡福尔特
aurora,奥罗拉
cancian,坎西安
muzii,穆自
pandolfi,潘多菲
droetto,德罗托
aymo,阿伊莫
babette,芭贝特
bachisio,巴基西奥
floris,弗洛里斯
ruffino,鲁芬诺
quattrocchi,夸特罗基
gaffuri,加夫里
saverni,萨弗尼
danijay,丹尼尔
danika,丹妮卡
loggia,洛贾
abbruciati,阿布鲁恰蒂
botosso,博托索
bonansea,博南塞亚
vit,维特
montaldi,蒙塔尔迪
baglivo,巴格利沃
summa,萨玛
castrogiovanni,卡斯特罗乔瓦尼
palombelli,帕隆贝利
enrichi,恩里奇
tabita,塔比塔
biagioni,比亚乔尼
bisogniero,比索涅罗
foscarini,弗斯卡里尼
pitotti,皮托蒂
cupellini,库佩里尼
gioè,吉奥埃
caramaschi,卡拉马斯基
fasulo,法苏洛
dusi,达西
barbarella,芭芭拉
folchitto,佛罗提托
dory,多莉
cei,切伊
ferronao,费罗纳奥
pompadour,蓬巴杜
ermelli,埃尔梅利
domitilla,多米蒂娜
ballantini,巴兰蒂尼
duilio,达里奥
pizzocchi,皮佐基
deflorian,德弗洛里安
dardano,达达诺
ridolfo,里多尔福
oppido,奥皮多
buccellato,布切拉托
mattone,马托尼
dora,多拉
buzzolan,布厄佐兰
cantarelli,坎塔雷利
ponticelli,庞蒂塞利
massola,马索拉
vergassola,维加索拉
bebo,贝博
riondino,瑞恩迪诺
ageno,艾格诺
edmonda,埃德蒙达
aldini,阿尔迪尼
edo,埃多
bertoglio,贝尔托赫奥
rosciglione,罗希廖内
cirielli,奇列利
forzano,福尔扎诺
bassan,巴桑
carrera,卡雷拉
garbolino,加尔博利诺
albinati,阿比那蒂
devenuto,德文努托
pacotto,帕科托
garuccio,加鲁西奥
casalini,卡萨里尼
giacalone,贾科洛尼
macchitella,马奇特拉
falcetti,法尔切蒂
luperi,卢派利
winspeare,温斯皮尔
clio,克里奥
zammatteo,扎马特奥
screpanti,斯克雷潘蒂
cordio,科尔迪奥
mengacci,孟加奇
iacopini,伊科皮尼
perino,佩里诺
ruspoli,鲁斯波利
macaluso,麦卡卢索
magnaghi,马格纳
rampello,兰佩罗
alvigini,阿尔维吉尼
oddi,欧迪
desy,德西
luccini,卢塞西尼
stoppacciaro,斯托帕夏罗
deddi,德迪
savagnone,萨维格诺娜
serracchiani,塞拉基亚尼
morese,莫雷斯
detto,德托
fasolo,法索洛
marti,马丁
frattari,弗拉塔利
coltorti,科尔托尔蒂
tonucci,托努奇
dei,戴伊
bajada,拜亚达
milizia,米利齐亚
liddo,里多
cioccio,西奥克西奥
ghisoni,基斯帕
ghiaurov,吉奥罗夫
arvigo,阿维戈
munzi,穆尼兹
stancanelli,斯坦卡内利
eliana,伊丽亚娜
reti,雷蒂
vicentini,维森蒂尼
orgnani,奥尼亚尼
elenoire,艾莱诺尔
casalegno,卡萨雷诺
pezzulli,佩泽利
paolantoni,鲍兰托尼奥
montanari,蒙塔纳
vesce,维斯
prosperi,普罗斯佩里
cadeddu,卡迪杜
soleti,索莱蒂
patierno,巴提埃诺
prando,普兰多
martinotti,马蒂诺蒂
emita,艾米塔
frigato,弗里加托
ravel,拉维尔
euridice,尤里迪斯
axen,克森
navarini,纳瓦里尼
emy,埃米
pintore,品托尔
evandro,埃万德罗
nigro,尼格罗
barovero,巴罗贝洛
bonaccorti,博纳科尔蒂
vairano,瓦拉诺
triani,特里亚尼
bosso,博索
cavallotti,卡瓦洛蒂
gregoraci,格里格拉西
boccanera,博卡内拉
bertolino,贝托利诺
zampaglione,赞帕廖内
scicchitano,西吉塔诺
anelli,阿内利
palo,帕罗奥
dessy,德西
ferracini,费拉西尼
francis,弗朗西斯
turatello,齐亚纳
agalbato,阿加尔巴托
crispolti,克里斯波尔蒂
civitelli,奇维泰利
galatea,加拉泰亚
ghidoni,基多尼
adducci,阿达奇
carabelli,卡拉贝里
arcalli,奥卡利
arminio,阿米尼奥
bagutti,巴格蒂
meneghini,梅内吉尼
farronato,法罗纳托
cianchetti,希安切蒂
servadio,塞瓦迪奥
fiorella,菲奥里拉
fio,菲奥伦佐
vezzoli,维佐利
fiorenza,菲奥伦扎
zamarion,扎马里翁
bracardi,布拉卡迪
montrucchio,蒙特拉奇奥
guarna,瓜纳
dindo,丁度
job,乔布
vento,文托
quilici,奎里奇
troiano,特鲁亚诺
ianniello,伊内尼洛
pau,保罗
branciaroli,班塞罗里
arras,阿拉斯
castori,卡斯托里
gifuni,吉福尼
landri,兰德里
cordelli,科德利
cicchitto,奇齐托
faldini,法迪尼
gea,吉雅
gegia,杰吉亚
flaviis,弗拉维乌斯
beggio,贝吉奥
bielli,比耶利
giacobini,贾科宾
scagnetti,斯卡涅蒂
fantasia,凡塔西亚
cavallin,卡巴林
chillemi,吉尔勒米
ghione,吉奥内
nunziante,努基阿德
entics,恩替克
marcoaldi,马尔科拉尔迪
lorieri,洛里里
lucci,卢奇
d'aloja,阿罗雅
geppy,吉比
gleijeses,格莱杰斯
manicone,曼尼康尼
fanny,范妮
marchiò,马尔基奥
mannella,曼内拉
fatima,法蒂玛
vidale,维达莱
miseria,米西利亚
georgia,乔志娅
montinaro,蒙蒂纳罗
inaudi,茵奥迪
faso,法索
gambaro,甘巴罗
cerusico,塞鲁西科
bellavia,贝亚维亚
cola,可乐
citarella,奇塔雷拉
tredici,特雷迪奇
gherardo,拉尔多
gossi,戈西
arca,阿尔卡
franz,弗兰茨
salvi,萨勒维
turchi,图尔奇
zagari,扎加里
zucca,祖卡
urru,乌鲁
artibani,阿蒂巴尼
monteleone,蒙特莱奥勒
bulckaen,布尔卡恩
carassa,卡拉萨
robutti,罗布蒂
falzarano,法尔扎拉诺
varrella,瓦雷拉
nargi,纳尔吉
panicucci,帕尼卡奇
carrozzini,卡罗齐尼
isidori,伊西多里
trevisi,特雷维西
compagna,孔帕尼亚
danti,丹蒂
suardo,苏阿尔多
meniconi,梅尼科尼
frondini,弗隆迪尼
saccarola,萨卡罗拉
albanesi,阿尔瓦纳西
rampini,兰皮尼
mainetti,梅内提
erminia,艾米尼亚
corticelli,科尔蒂切利
toccafondo,托卡丰多
giavazzi,吉瓦齐
fedez,费德兹
polli,波利
invernici,因弗尼西
pallotta,帕洛塔
pession,佩森
grifoni,格里福尼
ingrassia,英格拉西亚
lisarelli,利萨雷利
zanandrea,扎南德雷亚
erna,艾娜
schürer,舒雷
maniero,曼尼罗
paolino,保利诺
giorgelli,佐洛杰里
civitillo,施维提鲁
rei,丽
chirizzi,基里齐
ansaldi,安萨尔迪
mahieux,马希厄
bersanetti,贝尔萨内蒂
galletti,加莱提
gianantonio,贾南托尼奥
rauso,劳索
gianadelio,贾纳德里奥
maletti,马莱蒂
battezzato,巴塔扎托
basili,巴西利
bardini,巴迪尼
boncompagni,邦康帕尼
masucci,马苏奇
lorusso,洛鲁索
polverelli,波尔韦雷利
coraggio,科拉焦
abete,阿贝特
balella,巴莱拉
marzocchi,马尔佐基
mei,梅
golia,戈里亚
forges,弗吉斯
davanzati,达万扎蒂
gaude,加德
zamberletti,赞贝莱蒂
giò,吉奥
rapattoni,拉帕托尼
giammetti,吉米迪
guardabassi,瓜达巴西
muratori,穆拉托里
narciso,纳西索
giannina,詹尼娜
blandino,布兰迪诺
peris,皮尔斯
nuciari,努西亚利
scarpati,斯卡帕蒂
capalbo,卡帕尔博
gottardi,戈塔迪
raspani,拉斯帕尼
dandolo,丹多洛
bellicchi,贝里基
gianfelice,詹费利斯
imparato,黑帕拉托
gianfilippo,詹菲利波
pedote,佩多特
monaldi,莫兰迪
minutorizzo,米努托里佐
cimara,西马拉
morra,莫拉
migneco,米涅科
bazzoli,巴茨利
iacono,亚科诺
favilla,法维拉
grecchi,格雷奇
pannone,潘诺娜
verasani,韦拉萨尼
scarano,斯卡拉诺
francesconi,法兰斯哥利
gilda,吉尔达
buttà,巴塔
bedeschi,贝代斯基
gianguido,吉安圭多
ansanelli,安萨内利
arcopinto,阿科平托
camuncoli,卡蒙科利
crisafi,克里萨菲
grassadonia,格拉萨多尼亚
tavarelli,塔瓦尔利
polesinanti,波尔斯纳蒂
landi,兰迪
pacchiarotti,帕基亚罗蒂
cannarsi,坎纳尔西
guidelli,圭代利
santercole,桑特科尔
camera,卡梅拉
frezza,弗雷扎
consolo,康索洛
gionata,吉纳塔
zarantonello,扎拉同尼洛
scratuglia,斯克拉图利亚
antinori,安提诺里
spaziani,斯帕斯尼
giobbe,吉奥贝
covatta,科瓦塔
aristarco,阿里斯塔科
mcshane,麦沙尼
guia,吉亚
jelo,杰罗
jgor,杰戈
barbazza,巴尔巴扎
il,伊尔
fenomeno,费诺梅诺
mastrodomenico,马斯特罗多梅尼科
lurani,卢拉尼
caprino,卡布里诺
jo,乔
squillo,斯奎洛
bongianni,邦焦安尼
cardaci,卡达奇
fioravanzo,斐拉凡佐
cavalleri,卡瓦列里
antonucci,安东努奇
gianetiempo,吉亚内蒂姆波
passeri,帕塞里
gilera,吉莱拉
faraca,法拉卡
foster,福斯特
borghetti,博尔盖蒂
surina,萨里纳
trasselli,特拉西利
jonis,乔尼斯
bascir,巴希尔
jolanda,约兰达
granato,格拉纳托
modio,莫迪奥
joska,乔斯卡
versari,范萨里
jone,约翰
jole,乔尔
nicheli,尼切里尼切里
zerilli,泽瑞利
piaz,皮亚兹
notari,诺塔里
manuli,玛努利
roccardi,罗卡迪
beni,贝尼
ruffa,鲁法
proia,普罗娅
kaos,卡斯
loconsole,洛康索
noventa,诺文塔
maggiore,马焦
ginex,吉耐斯
katyna,卡提娜
katiuscia,卡蒂乌西亚
lanci,兰奇
scifoni,锡楚福尼
gherarducci,赫拉杜奇
mannajuolo,曼纳朱罗
melazzi,梅拉齐
mastrota,马斯特罗塔
lattanzi,拉坦齐
giagnoni,加格诺尼
mariotto,马里奥托
marchioro,马其奥罗
mondadori,蒙达多里
lupano,卢帕诺
toti,托蒂
hedy,海蒂
krissane,克里桑
helene,海伦纳
nardini,纳尔迪尼
sposini,斯波西尼
lara,拉腊
parmiani,帕米尼
murgia,穆尔贾
memeo,梅梅奥
panariello,潘尼洛
mingione,明基尼
vernia,付牟
howard,霍华德
ross,罗斯
nesi,纳西
efrikian,埃弗里基安
