de_toːmas	托马斯
zh_pau̯˧˩˧li˧˥ŋ	宝龄
zh_y˧˩˧tʰʊ˧˥ŋ	羽彤
zh_tɕʰi˥ŋja˧˥ŋ	清扬
zh_fə˥˩ŋɕja˧˥	凤霞
zh_kʰɤ˥la˧˥n	柯蓝
zh_tsʰwei̯˥˩ɕi˥˩ŋ	翠杏
zh_ʈʂʰə˧˥nɻa˧˥n	陈燃
zh_jʊ˧˩˧ŋə˥n	永恩
zh_tɕi˧˥ɕy˧˥n	洁珣
zh_ʈʂu˥ʈʂu˥	朱珠
zh_ta˥nni˥	丹妮
zh_li˧˩˧ai̯˥˩	李艾
zh_ɻwo˥˩i˥	若伊
zh_la˥la˥	拉拉
zh_tsɹ̩˧˩˧tsɹ̩˧˩˧	紫紫
zh_ʈʂau̯˥˩tɕi˥˩	赵霁
zh_lu˥˩xa˥˩n	璐菡
zh_wa˧˩˧nɻou̯˧˥	婉柔
zh_pa˥xa˥ku˧˩˧li˥˩	巴哈古丽
zh_ʂwa˥ŋʂwa˥ŋ	霜霜
zh_pʰi˧˩˧nɕjɛ˥n	品先
zh_wa˥ŋtɕʰja˧˥ŋ	汪强
zh_wa˧˥ŋlɥe˥˩	王略
zh_mə˥˩ŋy˧˩˧	梦雨
zh_wa˧˥ŋli˧˥ŋ	王玲
zh_lʊ˧˥ŋwei̯˥	龙威
zh_xwa˧˥li˥˩	华利
zh_ɕjou̯˥˩ʈʂɻ̩˥	秀芝
zh_ɕɥe˧˥ʈʂʰa˧˥ŋ	学长
zh_kʰa˧˩˧nɻu˧˥	侃如
zh_kwei̯˥˩xwa˥	桂花
zh_ʈʂau̯˥˩tɕi˥˩n	赵禁
zh_lwa˧˥nʈʂə˥ŋ	栾征
zh_kwa˥ntɕʰjou̯˧˥	冠球
zh_lu˧˥li˧˥n	卢琳
zh_ʈʂɻ̩˥˩wei̯˧˥	志韦
zh_lu˧˩˧ni˧˥ŋ	鲁宁
zh_ʈʂɻ̩˥ʂə˥ŋ	知生
zh_kau̯˥jɛ˧˥n	高严
zh_i˥˩tʰi˧˥ŋ	毅亭
zh_xə˧˥ŋjɛ˧˥n	恒岩
zh_ʈʂau̯˥wə˧˥n	朝文
zh_fu˥˩ʈʂau̯˥	赴朝
zh_ʂu˥˩ɕjɛ˧˥n	树贤
zh_tsʰə˧˥ŋpʰei̯˥˩	曾佩
zh_tɕʰɥɛ˧˥nli˧˩˧	全礼
zh_tɕi˥˩tɕy˥n	际均
zh_ʈʂɻ̩˥˩xau̯˥˩	志浩
zh_fu˧˥ljɛ˧˥n	福连
zh_ʂɻ̩˥˩tɕje˧˥	世杰
zh_ʂau̯˥˩wə˧˥n	绍文
zh_xwa˧˥ŋxwa˧˥ŋ	黄璜
zh_fu˥˩li˧˥n	富林
zh_xwa˧˥tsɤ˧˥	华泽
zh_tɕʰi˧˥xwei̯˥˩	奇惠
zh_ʈʂʰə˧˥nɕi˥	陈希
zh_tʰjɛ˥nʈʂə˥˩ŋ	天正
zh_tɕi˥ntsʰai̯˧˥	金才
zh_tɕja˥xwa˧˥	嘉华
zh_tsu˧˩˧la˧˥n	祖蓝
zh_kʰɤ˧˩˧ɕjou̯˥˩	可秀
zh_li˧˥nɕɥe˧˩˧	林雪
zh_ʈʂʰwə˥nxwei̯˥	春晖
zh_jau̯˥˩ʈʂwo˧˥	耀焯
zh_i˥wə˥˩n	伊汶
zh_lu˧˩˧fə˥n	鲁芬
zh_ʈʂɻ̩˥ʈʂɻ̩˥	之之
zh_ɕjau̯˧˩˧tʰʊ˧˥ŋ	晓彤
zh_tʰi˧˥lu˥˩	蹄露
zh_ʈʂʰwə˥ntʰau̯˧˥	春桃
zh_mi˧˥ŋja˧˩˧	名雅
zh_ɻɤ˥˩i˥ʈʂa˥	热依扎
zh_ɕy˧˩˧i˧˥ŋ	许莹
zh_tsɹ̩˧˩˧fei̯˥	子菲
zh_wa˧˥ŋɻwei̯˥˩	王锐
zh_tʰjɛ˥ntɤ˧˥	天德
zh_tɕʰi˥ŋfə˥n	清芬
zh_wa˧˥ŋɕjau̯˥	王霄
zh_wa˧˥ŋʂə˥˩ŋ	王圣
zh_ʂɻ̩˥tɕja˥	施佳
zh_ɕjau̯˧˩˧fu˧˥	晓福
zh_ɻa˧˥nti˧˥	然迪
zh_ɻwei̯˥˩tɕi˥	锐基
zh_xʊ˧˥ŋjau̯˧˥	洪尧
zh_wei̯˥˩lja˥˩ŋ	魏亮
zh_tɕjau̯˥˩ʈʂʰə˧˥ŋ	教成
zh_tʰjɛ˧˥nʈʂʊ˥ŋ	田中
zh_ʈʂau̯˥˩ʂɻ̩˧˥	赵实
zh_ɕi˥ŋɻwei̯˥˩	兴瑞
zh_pə˧˩˧nʂwə˥˩n	本顺
zh_xwai̯˧˥ʂa˥n	怀山
zh_ta˥˩xa˧˥n	大涵
zh_pʰə˧˥ŋjʊ˧˩˧ŋ	彭勇
zh_ta˧˥ʈʂɤ˧˥	达哲
zh_fu˧˥ɕi˥	福熙
zh_tsʊ˥ŋtɕʰi˧˥	宗岐
zh_ʈʂʰa˥ŋtɤ˧˥	昌德
zh_tʊ˥˩ŋlja˧˥ŋ	栋梁
zh_tɤ˧˥jʊ˧˩˧ŋ	德咏
zh_ɕɥe˧˥tɕy˧˩˧	学举
zh_tɕja˥tɕy˥n	佳军
zh_xa˥˩ntɕje˧˥	汉杰
zh_ljou̯˧˥ɥɛ˧˥n	刘源
zh_tɕja˥i˥˩	家义
zh_pau̯˧˩˧ʂwə˥˩n	宝顺
zh_ʂwə˥˩ntsɹ̩˧˩˧	顺子
zh_wa˧˥ŋpʰə˧˥ŋ	王鹏
zh_ʂau̯˧˩˧wei̯˧˩˧	少伟
zh_tɕja˥ŋy˧˥	姜瑜
zh_tɕi˥ny˧˩˧	金羽
zh_xai̯˧˩˧tɤ˧˥	海德
zh_kʰɤ˧˩˧i˧˥	可颐
zh_ʂa˥nli˧˥n	山麟
zh_ma˧˩˧su˥	马苏
zh_ɥe˥˩lja˧˥ŋ	岳梁
zh_ɕjau̯˧˩˧xwei̯˥	晓晖
zh_ɕi˥ŋy˥˩	兴煜
zh_kwei̯˥˩pwo˥	贵波
zh_ʂau̯˧˩˧jɛ˧˥n	少颜
zh_fu˧˥xau̯˥˩	符浩
zh_ɻʊ˧˥ŋʈʂʰə˧˥ŋ	荣成
zh_ma˧˩˧ʂwai̯˥˩	马帅
zh_tɕʰi˧˩˧ɥe˥˩	启月
zh_ɕjɛ˧˥nta˧˥	贤达
zh_ma˧˩˧wei̯˥	马威
zh_tɕʰi˧˥kwa˥ŋ	齐光
zh_ma˧˩˧ʈʂɻ̩˥˩	马志
zh_wa˧˥ŋy˧˥	王瑜
zh_ɕi˥li˧˥n	西麟
zh_jʊ˧˩˧ŋmi˧˥n	永民
zh_ɕɥɛ˧˩˧nxʊ˧˥ŋ	选宏
zh_i˥ŋfa˧˥n	英凡
zh_wa˧˥ŋja˧˥ŋ	王扬
zh_ɕi˥npwo˧˥	歆博
zh_ɕi˥ntʊ˥ŋ	心东
zh_wa˧˥ŋi˧˥	王怡
zh_i˧˥u˧˩˧	怡武
zh_wa˧˥ŋjɛ˥˩n	王艳
zh_wa˥ŋjou̯˧˥	汪猷
zh_wa˧˥ŋi˧˩˧ŋ	王颖
zh_ʈʂə˥˩ny˧˥	振瑜
zh_ʈʂʰwə˥nlu˥˩	春露
zh_wa˧˥ŋy˧˩˧	王羽
zh_li˧˩˧mi˧˥n	李玟
zh_li˧˩˧ʈʂə˥˩n	李震
zh_ʈʂou̯˥ɕi˥ŋ	周兴
zh_xə˧˥ŋy˧˥n	恒云
zh_tɕi˧˩˧ŋɕjɛ˧˥n	景贤
zh_y˧˥nʈʂʰə˧˥ŋ	云程
zh_ɻwei̯˥˩ʂa˥n	瑞山
zh_tɕje˧˥tʰi˧˩˧ŋ	结挺
zh_tɕʰjou̯˧˥fa˥	求发
zh_ta˥˩ʂə˥˩ŋ	大胜
zh_ʈʂʊ˥ŋfu˥˩	忠富
zh_ʈʂʰwə˥npʰu˧˩˧	春圃
zh_kwo˧˥fa˧˥n	国藩
zh_na˧˥npʰi˧˥ŋ	南萍
zh_ɕi˥y˧˥n	希云
zh_ʂwə˥˩nta˧˥	顺达
zh_jʊ˧˩˧ŋxwei̯˥	拥辉
zh_ljou̯˧˥fə˥ŋ	刘丰
zh_ljou̯˧˥xɤ˥˩	刘鹤
zh_fu˥˩kwei̯˥˩	富贵
zh_li˧˩˧i˧˥n	礼银
zh_ʂu˥˩ka˥ŋ	树刚
zh_y˧˥sa˥ŋ	于桑
zh_ʂə˥˩ŋtʰjɛ˧˥n	盛田
zh_pa˥ŋi˧˥n	邦银
zh_ʂɻ̩˥˩kau̯˥˩	世告
zh_xʊ˧˥ŋkʰwə˥n	宏坤
zh_tɕi˥˩nɕi˧˩˧	进喜
zh_xʊ˧˥ŋxu˧˩˧	洪虎
zh_mə˥˩ŋswo˧˩˧	梦索
zh_xwei̯˥˩ʈʂu˥	惠珠
zh_ʂou̯˥˩lʊ˧˥ŋ	寿龙
zh_ɕja˥ŋwə˧˥n	香文
zh_jou̯˥˩pʰi˧˥ŋ	幼平
zh_i˧˩˧ʂə˥ŋ	以升
zh_kwo˧˥fa˥˩ŋ	国放
zh_ʈʂə˥˩ntsʊ˥ŋ	镇宗
zh_kə˥npʰei̯˧˥	根培
zh_a˥mi˧˩˧n	阿敏
zh_mau̯˧˥pjau̯˥	毛彪
zh_kwa˥ni˧˥n	冠寅
zh_wə˧˥nʈʂə˥˩ŋ	文正
zh_tʰai̯˥˩i˥ŋ	泰英
zh_tɕy˥nwə˧˥n	君文
zh_ʈʂʰə˧˥npi˥n	陈彬
zh_tsʰɹ̩˧˩˧ʂə˥ŋ	此生
zh_ʂə˧˩˧ni˧˥	沈怡
zh_ɕjau̯˧˩˧wei̯˧˩˧	小玮
zh_tɕi˥˩ŋə˥n	敬恩
zh_ʈʂa˥ntʊ˥ŋ	詹东
zh_kwa˥ŋʈʂʰə˧˥n	光宸
zh_ʂau̯˧˩˧fu˧˩˧	少甫
zh_li˥˩a˥n	力安
zh_ʈʂɻ̩˥˩lwə˧˥n	至伦
zh_wə˧˥nʂə˥ŋ	文生
zh_kwa˥ŋʈʂʊ˥ŋ	光中
zh_mau̯˥˩ɻwə˥˩n	茂润
zh_ja˧˥ŋwə˧˥n	扬文
zh_kʰwei̯˧˥tɕʰi˥ŋ	奎清
zh_tɕʰja˧˥ŋ	强
zh_ɕjau̯˧˩˧ʈʂʰu˥	晓初
zh_tsu˧˩˧lja˧˥ŋ	祖良
zh_tʊ˥ŋje˧˩˧	东冶
zh_ɕi˥pʰu˧˩˧	溪溥
zh_ɕjɛ˥nʂwə˥˩n	先顺
zh_tɕʰi˧˩˧tsau̯˧˩˧	启璪
zh_xwai̯˧˥tɕʰi˥˩ŋ	怀庆
zh_ʂə˧˩˧ntʰu˧˥	沈图
zh_mə˥˩ŋkʰwei̯˧˥	梦奎
zh_su˥ka˥ŋ	苏钢
zh_wə˧˥nɕja˧˥ŋ	文祥
zh_ɕɥe˥tɕy˥	薛驹
zh_jou̯˧˩˧li˧˥n	友林
zh_tsu˧˩˧tɕʰi˧˥	祖岐
zh_lja˧˥ŋxwei̯˥	良辉
zh_i˥nɥɛ˥n	殷渊
zh_ʈʂʰʊ˧˥ŋlwə˧˥n	崇伦
zh_tɕʰɥɛ˧˥nfu˥	全夫
zh_xwei̯˥kwa˥ŋ	辉光
zh_tɕi˥ŋjau̯˥˩	经耀
zh_ɕi˥nlja˧˥ŋ	新良
zh_kə˥nʂə˥n	根深
zh_i˥˩ɕja˧˥	亦侠
zh_ʂɻ̩˥˩jʊ˥ŋ	世镛
zh_tʊ˥ŋpʰwo˥	东坡
zh_tsai̯˥˩wa˥˩ŋ	再旺
zh_ɻʊ˧˥ŋkʰai̯˧˩˧	荣凯
zh_ʂu˥tʰjɛ˧˥n	书田
zh_mi˧˥ŋtsu˧˩˧	明祖
zh_y˥˩tɕʰi˧˥	遇奇
zh_ja˧˥ŋti˥	杨堤
zh_mou̯˧˥	牟
zh_ɕi˥nʂə˥ŋ	新生
zh_kʰɤ˥˩wə˧˥n	克文
zh_ɻə˧˥nxʊ˧˥ŋ	仁洪
zh_mei̯˧˩˧tɕi˧˩˧n	美锦
zh_pʰi˧˥ŋfə˥ŋ	坪枫
zh_ta˥˩kʰwei̯˧˥	大揆
zh_wei̯˥˩ʂa˥n	为山
zh_u˧˥na˧˥n	吴楠
zh_ta˥˩tɕʰi˧˥	大齐
zh_ʂau̯˧˩˧ɕja˥ŋ	少湘
zh_nwo˧˥nwo˧˥	娜娜
zh_u˧˥tɕʰi˥˩ŋ	吴庆
zh_ʂau̯˧˩˧pi˥n	少彬
zh_ʂu˥˩kə˥n	树根
zh_u˧˥mi˥˩	吴宓
zh_u˧˥xa˧˥n	吴晗
zh_kau̯˥jau̯˧˥	高尧
zh_pi˥njɛ˥˩n	宾雁
zh_jʊ˧˩˧ŋlje˥˩	永烈
zh_tɕi˧˩˧npʰə˧˥ŋ	锦鹏
zh_tɕy˥nnjɛ˧˥n	钧年
zh_tʊ˥ŋtɕi˥˩n	东进
zh_kwa˧˩˧ŋɕjɛ˥˩n	广宪
zh_sɹ̩˥lja˥˩ŋ	斯亮
zh_ɕjou̯˥tɕʰɥɛ˧˥n	修权
zh_tɕi˥˩ŋwə˧˥n	敬文
zh_pʰa˥ntʰjɛ˧˥n	潘田
zh_ai̯˥˩tɕʰy˧˥n	爱群
zh_tɕʰi˥ŋʈʂʰa˧˥ŋ	青长
zh_ʂu˥tʰʊ˧˥ŋ	舒同
zh_ʂau̯˧˩˧nʊ˧˥ŋ	少农
zh_ʂa˥˩ŋɥe˥˩	尚钺
zh_ɕjɛ˥nkwei̯˥˩	先贵
zh_fu˧˩˧ʈʂou̯˥	辅周
zh_su˥ɕi˥n	苏新
zh_y˧˥pau̯˧˩˧	余保
zh_ʈʂɻ̩˧˥tʰa˧˥ŋ	植棠
zh_ʈʂʰa˧˥ŋɕja˧˥	长霞
zh_tsɹ̩˧˩˧xou̯˥˩	子厚
zh_ɕi˥tʰʊ˧˥ŋ	希同
zh_fa˧˩˧la˥	法拉
zh_u˧˥pʰə˧˥ŋ	吴鹏
zh_jɛ˧˥nɕi˥	延熙
zh_ɻwei̯˥˩fa˥ŋ	瑞芳
zh_tʰau̯˧˥ʈʂu˥˩	陶铸
zh_ɕje˥˩ʈʂɻ̩˥˩	谢智
zh_kʰɤ˥˩kwei̯˥˩	克贵
zh_ʈʂɻ̩˥˩y˧˩˧	志宇
zh_ɕje˥˩nwo˧˥	谢娜
zh_ɕi˥nfə˥ŋ	忻峰
zh_ʈʂa˥˩npwo˥	战波
zh_tɕi˥˩ŋɕjɛ˧˥n	静娴
zh_ɕjau̯˥˩ʈʂɻ̩˥˩	肖智
zh_jʊ˧˩˧ŋtɕy˥˩n	永俊
zh_lwo˥lje˥˩	罗烈
zh_i˥ŋxʊ˧˥ŋ	英红
zh_ɕja˥ŋtɕʰi˧˥n	香琴
zh_mə˥˩ŋta˧˥	孟达
zh_tɕi˥˩ŋxwa˧˥	靖华
zh_xə˧˥ŋkau̯˥	衡高
zh_ljou̯˧˥fei̯˧˩˧	刘斐
zh_y˥˩nʈʂou̯˥	运周
zh_y˧˥njau̯˥˩	云耀
zh_xɤ˧˥kə˥ŋ	和赓
zh_ɕy˥˩nxwa˧˥	训华
zh_fu˧˥tɕi˥n	福今
zh_y˥˩ntwo˧˥	运铎
zh_ta˥˩ʈʂa˥ŋ	大章
zh_ljɛ˧˥nti˥˩	连第
zh_wə˧˥ntsʰai̯˧˥	文才
zh_ku˧˩˧mu˥˩	谷牧
zh_jɛ˧˩˧nxa˥˩n	衍汉
zh_tɕi˥˩ŋmə˧˥ŋ	竞蒙
zh_mi˧˥ŋfu˥˩	明复
zh_tɕʰi˥˩ŋtɕi˥˩	庆季
zh_tɕʰi˥ŋʂa˥n	青山
zh_jɛ˧˥ntɕʰjau̯˧˥	严侨
zh_ʂu˥˩ʈʂɻ̩˥	树芝
zh_ʈʂu˥kwa˥ŋ	朱光
zh_ljɛ˥˩nʈʂʰə˧˥ŋ	练成
zh_pi˧˩˧ŋkʰwei̯˧˥	秉奎
zh_jou̯˧˩˧fa˧˩˧	友法
zh_ly˧˩˧fə˥ŋ	吕枫
zh_wə˧˥nɕy˥˩	文绪
zh_kʰʊ˧˩˧ŋɥɛ˧˥n	孔原
zh_ʈʂa˥ŋkə˥ŋ	章赓
zh_ʈʂʊ˥˩ŋfu˧˥	众孚
zh_ɕi˥nljɛ˧˥n	心廉
zh_lja˥˩ŋpʰi˧˥ŋ	亮平
zh_tʊ˥˩ŋxə˧˥ŋ	栋恒
zh_ɕjou̯˥˩ʂɻ̩˥	秀诗
zh_tɕjɛ˥˩nu˧˥	健吾
zh_ma˧˩˧tɕy˥˩n	马骏
zh_kʰɤ˥˩tɕja˥ŋ	克江
zh_ʈʂʰu˧˩˧wə˧˥n	储文
zh_ja˧˥ŋta˧˥	杨达
zh_y˥˩fə˥ŋ	玉峰
zh_jau̯˧˥ʈʂə˥n	姚溱
zh_tɕʰɥɛ˧˥ntɕi˧˩˧ŋ	全景
zh_ɕjʊ˧˥ŋfu˥˩	熊复
zh_tɕʰi˧˩˧ʈʂə˥˩ŋ	启正
zh_sɹ̩˥li˧˥n	斯林
zh_kwa˧˩˧ŋʈʂou̯˥	广洲
zh_ka˥nkʰwə˥n	乾坤
zh_kʰɤ˥˩ɕja˧˥	克侠
zh_ʈʂa˥ŋʈʂə˥n	张珍
zh_ʈʂʊ˥ŋja˥˩	中亚
zh_ɥɛ˧˥nʂu˥	袁殊
zh_pau̯˧˩˧xa˧˥ŋ	宝航
zh_mə˥˩ŋɕy˥˩	孟旭
zh_ʈʂʰə˧˥ŋɕjɛ˥n	承先
zh_tɕʰi˧˥xwa˧˥	其华
zh_kʰai̯˥ɕɥɛ˥n	开轩
zh_ja˧˥ŋka˧˩˧ŋ	杨岗
zh_xwa˥˩wə˧˥n	化文
zh_ʈʂʰa˧˥ŋʂou̯˥˩	常受
zh_tu˥˩lu˧˥	度庐
zh_wə˧˥nʈʂa˥ŋ	文章
zh_ɕi˥nʈʂɻ̩˥	新芝
zh_ɥɛ˧˥nxʊ˧˥ŋ	袁弘
zh_wə˥nja˧˥ŋ	温阳
zh_xai̯˧˩˧ɕi˥n	海心
zh_xwei̯˥˩y˧˥	慧榆
zh_ʈʂə˥nʈʂə˥n	真真
zh_kwo˧˥lwə˧˥n	国纶
zh_y˧˥ʈʂʰə˥ŋ	俞琤
zh_xwa˧˥ŋwei̯˧˥	黄维
zh_tɕi˧˩˧nɕi˥ŋ	锦星
zh_xʊ˧˥ŋə˥n	洪恩
zh_ʈʂa˥ŋʂou̯˥˩	张寿
zh_wa˧˥ŋmə˧˩˧ŋ	王猛
zh_ɕjou̯˥˩ʈʂə˥n	秀珍
zh_ɕjɛ˧˩˧njau̯˥˩	显耀
zh_i˥˩ŋtɕi˥	应机
zh_ɕi˥ŋli˧˩˧	兴礼
zh_kʰɤ˧˩˧tsɤ˧˥	可则
zh_ʈʂau̯˥˩njɛ˧˥n	照年
zh_pi˥˩tɕʰi˥ŋ	必卿
zh_i˥˩ɻa˧˥n	毅然
zh_tʰa˧˥ŋkʰɤ˥˩	唐克
zh_nai̯˧˩˧fu˥	乃夫
zh_li˧˩˧ɻʊ˧˥ŋ	礼容
zh_ɕje˧˥pi˥n	协斌
zh_pʰi˧˥ŋʂa˥n	平山
zh_tʰwo˥˩fu˥	拓夫
zh_fu˧˥tɕʰɥɛ˧˥n	福全
zh_ʈʂɻ̩˥xwa˧˥	之华
zh_ʈʂə˥˩ŋwei̯˥	正威
zh_pʰi˧˥ŋʂə˥ŋ	平生
zh_ʈʂʊ˥˩ŋɕjɛ˥n	仲先
zh_xwei̯˥˩tswo˥˩	会作
zh_ʈʂɻ̩˥kwa˥ŋ	之光
zh_fu˧˥xa˥˩n	福汉
zh_wei̯˥˩ɻa˧˥n	蔚然
zh_li˧˥nɻwo˥˩	林若
zh_kwa˥ŋy˧˩˧	光宇
zh_ɕjau̯˥˩y˧˩˧	效禹
zh_ʈʂʰau̯˥ʈʂu˥˩	超柱
zh_xʊ˧˥ŋtɕʰɥɛ˧˥n	洪泉
zh_ɕi˥tsʊ˥˩ŋ	析综
zh_ja˧˥ŋtɕʰi˥n	阳钦
zh_lwo˥ʈʂu˥	罗珠
zh_ʂu˥˩mei̯˧˥	树梅
zh_tɕi˥˩fa˥	际发
zh_ʂɻ̩˥˩ljɛ˧˥n	士廉
zh_xwai̯˧˥ɕja˥ŋ	淮湘
zh_ɻə˥˩nʈʂɻ̩˥	任之
zh_mə˥˩ŋfei̯˥	孟非
zh_ɕi˧˩˧y˧˥n	喜云
zh_ʂau̯˧˩˧xwa˧˥	少华
zh_tɕʰy˥u˧˩˧	屈武
zh_ʈʂa˥ŋpwo˧˥	张博
zh_ja˥˩li˥˩kʰwə˥n	亚力昆
zh_mi˧˥ŋʈʂɻ̩˥˩	明治
zh_mei̯˧˩˧i˧˥n	美银
zh_tʰai̯˥˩xə˧˥ŋ	太恒
zh_tsɹ̩˥tɕʰɥɛ˧˥n	兹全
zh_xwo˧˩˧ɕi˥ŋ	火星
zh_tɕʰi˧˩˧ɕi˥n	启新
zh_ɕi˥ŋɥɛ˧˥n	星垣
zh_ʂɻ̩˥˩xwa˧˥	世华
zh_fu˥˩tʊ˥ŋ	傅冬
zh_tɕʰi˧˥xa˥˩n	其翰
zh_tʰjɛ˥nmi˧˥n	天民
zh_ʈʂu˧˥tʰi˧˥ŋ	竹庭
zh_tɕi˧˩˧ŋʂə˥ŋ	景生
zh_fə˥˩ŋxau̯˥˩	凤浩
zh_i˥˩u˧˩˧	亦武
zh_tɕʰy˧˥nta˧˥	群达
zh_jau̯˥˩u˧˩˧	耀武
zh_fə˥ŋi˥˩	丰毅
zh_li˧˥ŋpwo˥	凌波
zh_mi˧˥ŋʂu˥	铭枢
zh_fwo˧˥ɕi˥	佛西
zh_tɤ˧˥ə˥n	德恩
zh_ɕjʊ˧˥ŋjɛ˥˩n	熊焱
zh_ɕi˥nʈʂʊ˥ŋ	新中
zh_kwa˥ŋɕjɛ˥˩n	光宪
zh_ɕy˧˥ta˥n	徐丹
zh_ɻu˧˩˧li˧˥n	汝霖
zh_fa˥˩nʈʂʰə˧˥ŋ	梵澄
zh_tɕja˥lu˥˩	嘉璐
zh_xwa˧˥nʂa˥n	还山
zh_tɕʰi˧˥i˥ŋ	其英
zh_tɕʰi˥˩ŋlai̯˧˥	庆来
zh_tɤ˧˥ʂwə˥˩n	德顺
zh_ɕi˥ɕjɛ˧˥n	希贤
zh_ɻʊ˧˥ŋtɕje˧˥	荣杰
zh_jɛ˧˩˧na˥n	衍安
zh_ɕjʊ˧˥ŋfei̯˥	熊飞
zh_ʂə˥˩ŋtɕy˥˩n	胜俊
zh_wə˧˥nʈʂwo˥	文卓
zh_wə˥˩ntsɤ˧˥	汶泽
zh_i˥ŋ	英
zh_ɻwo˥˩ʈʂʰə˧˥ŋ	若诚
zh_ʂə˥˩ŋi˥	圣依
zh_je˥˩ʈʂʰʊ˥ŋ	叶冲
zh_na˧˥ni˥ŋ	南英
zh_ɕjau̯˥˩xu˧˩˧	笑虎
zh_ɕi˥xwei̯˥˩	晞晦
zh_lai̯˧˥wa˥˩ŋ	来旺
zh_ʈʂʰa˧˥ŋa˥n	长安
zh_tɕi˥nʈʂʰə˧˥ŋ	津成
zh_pʰə˧˥ŋʂa˥n	朋山
zh_a˥ntʊ˥ŋ	安东
zh_jʊ˧˩˧ŋʈʂʊ˥ŋ	永忠
zh_pau̯˧˩˧ʂu˥˩	宝树
zh_tə˥ŋtɕy˧˥	登菊
zh_a˥mei̯˧˥	阿梅
zh_jɛ˧˥nmi˧˥ŋ	延明
zh_ljɛ˧˥ny˥˩	莲玉
zh_wei̯˥	危
zh_ʈʂau̯˥a˥n	朝安
zh_tswo˥˩xa˥	作哈
zh_jɛ˧˥nnʊ˧˥ŋ	研农
zh_ɕy˧˥mi˧˥ŋ	徐鸣
zh_wei̯˧˩˧fa˥	伟发
zh_tɕʰy˧˥nʂa˥n	群山
zh_li˥˩tɕʰɥɛ˧˥n	立全
zh_mu˥˩ʂə˥ŋ	木声
zh_tɕʰi˧˩˧tɕy˥˩n	启俊
zh_y˧˥ɕy˥˩n	于迅
zh_tɕy˥˩ntɕʰy˧˥	俊渠
zh_xa˥˩npai̯˧˩˧	汉柏
zh_jʊ˧˩˧ŋmau̯˥˩	永茂
zh_ɕjou̯˥ʈʂɻ̩˥˩	修智
zh_ʂau̯˧˩˧ɕjʊ˧˥ŋ	少雄
zh_ʈʂə˥˩ntɕy˥n	振君
zh_ʂə˥˩ŋje˥˩	胜业
zh_ɻə˧˥npau̯˧˩˧	仁宝
zh_tsai̯˥˩fu˥	载夫
zh_lja˧˥ŋpi˥n	梁滨
zh_ɻwei̯˥˩ɕja˧˥ŋ	瑞祥
zh_ɻʊ˧˥ŋfu˧˥	荣福
zh_tʰjɛ˧˥nɕi˥n	田欣
zh_mau̯˥˩tsʰai̯˧˥	茂才
zh_kʰwei̯˧˥jau̯˥˩	揆要
zh_ʈʂə˥ŋnʊ˧˥ŋ	征农
zh_tɕi˥˩ŋfu˥	劲夫
zh_kʰai̯˥tɕi˥	开机
zh_tɕʰi˧˥lja˧˥ŋ	琪良
zh_tɕje˧˩˧fa˥ŋ	解方
zh_tʰjɛ˥ntɕi˧˥	天洁
zh_xə˧˥ŋxa˥˩n	恒汉
zh_mə˥˩ŋpwo˥	孟波
zh_ɕi˥ʈʂʰwə˧˥n	希纯
zh_ɻwo˥˩mu˥˩	若木
zh_ja˧˩˧ŋtɕjau̯˥˩	仰峤
zh_pwo˧˥tɕjɛ˧˩˧n	伯简
zh_ʈʂa˥ŋxwei̯˥	张辉
zh_pwo˧˥kʰai̯˧˩˧	伯恺
zh_lje˥˩	列
zh_xai̯˧˩˧tɕjɛ˥n	海坚
zh_kə˧˩˧ŋʂə˥ŋ	鲠生
zh_ɕɥe˧˥sɹ̩˥	学思
zh_a˥kə˥n	阿根
zh_tɕʰi˧˩˧tʰau̯˥	起涛
zh_tɕy˧˥tɕʰɥɛ˧˥n	橘泉
zh_ʂɻ̩˧˥pʰi˧˥ŋ	石平
zh_ɻə˧˥nʂa˥n	仁山
zh_kʰɤ˥˩ʂə˥ŋ	克升
zh_ʈʂwa˥ŋkwo˧˩˧	庄果
zh_nai̯˧˩˧xwa˧˥ŋ	乃璜
zh_y˧˩˧lu˥˩	雨露
zh_mə˧˥ŋʂa˥n	萌山
zh_ti˥˩ŋʂɻ̩˧˥	定石
zh_ɕja˥˩ŋtʊ˥ŋ	向东
zh_a˥nkʰa˥ŋ	安康
zh_kʰɤ˥˩xwa˧˥ŋ	克煌
zh_ɻə˧˥ntɕʰi˥˩ŋ	人庆
zh_ʈʂʰə˧˥njou̯˧˩˧	陈友
zh_pʰi˥ɕjɛ˧˩˧n	丕显
zh_li˧˩˧nɤ˥˩	李讷
zh_ʈʂwo˥xau̯˥˩	卓皓
zh_li˧˩˧lu˥˩	李录
zh_mjau̯˥˩kʰɤ˧˩˧	妙可
zh_wa˧˥ŋtɕi˥ŋ	王晶
zh_tɕʰi˥ŋy˧˥n	青云
zh_tɕi˥nʂa˥	金莎
zh_pʰi˧˥ŋʂɤ˥˩	平社
zh_ʂɻ̩˥˩tɕʰjou̯˥	士秋
zh_ɕɥɛ˧˩˧nɕjɛ˧˥n	选贤
zh_ta˧˥ʈʂʰə˧˥ŋ	达成
zh_ʈʂau̯˥˩pi˥n	赵斌
zh_mei̯˧˥i˥˩	梅逸
